"","ID","Description","SPOT_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1233_at","1233_at","chemokine (C-C motif) receptor 4",1233,-0.0730632805999996,3.11715145932222,-1.18710535802153,0.246544591237589,0.706765956269483,-5.39365701748149
"1907_at","1907_at","endothelin 2",1907,-0.0600434165999997,3.86902486612222,-1.18684272384364,0.246646279335075,0.706953143830803,-5.39394685332509
"137075_at","137075_at","claudin 23",137075,-0.0666317856000003,4.30192750217778,-1.18661888251885,0.246732972039075,0.706953143830803,-5.39419383362047
"441525_at","441525_at","SPANX family, member N4",441525,0.0531658482499973,2.71509412887778,1.18659900431804,0.246740671869657,0.706953143830803,-5.39421576468032
"6492_at","6492_at","single-minded family bHLH transcription factor 1",6492,-0.0571562475499956,6.58406350371111,-1.18656519449975,0.246753768529526,0.706953143830803,-5.39425306535463
"3785_at","3785_at","potassium voltage-gated channel, KQT-like subfamily, member 2",3785,-0.0542382211000003,3.28616521796667,-1.18634491089298,0.246839110826912,0.706997822233194,-5.39449607015082
"5685_at","5685_at","proteasome (prosome, macropain) subunit, alpha type, 4",5685,-0.0978735399999984,8.62110917964444,-1.18628673271817,0.246861653886251,0.706997822233194,-5.39456024245363
"80273_at","80273_at","GrpE-like 1, mitochondrial (E. coli)",80273,-0.0547457443499981,7.21864452496667,-1.18618861631559,0.246899675803117,0.706997822233194,-5.3946684615273
"1739_at","1739_at","discs, large homolog 1 (Drosophila)",1739,-0.0576672706000032,8.03173864001111,-1.18615358575431,0.246913251847392,0.706997822233194,-5.39470709713132
"79039_at","79039_at","DEAD (Asp-Glu-Ala-Asp) box polypeptide 54",79039,-0.0692837766499954,6.90261919388889,-1.1859714884744,0.24698383233525,0.707034227711512,-5.39490791801103
"10975_at","10975_at","ubiquinol-cytochrome c reductase, complex III subunit XI",10975,0.0639371182999984,8.49938894758889,1.18583008190889,0.247038651546124,0.707034227711512,-5.3950638454418
"6588_at","6588_at","sarcolipin",6588,0.0404845380000154,12.4459167133333,1.18573621131498,0.247075047441441,0.707034227711512,-5.39516734639689
"347148_at","347148_at","pyroglutamylated RFamide peptide",347148,-0.072674533799999,4.77534201092222,-1.18570966696026,0.247085340051836,0.707034227711512,-5.39519661267084
"51449_at","51449_at","prenylcysteine oxidase 1",51449,-0.0521327224999997,9.30213646108889,-1.18563599469957,0.247113908243942,0.707034227711512,-5.39527783641446
"51231_at","51231_at","vaccinia related kinase 3",51231,-0.0453946545500017,6.17226226816667,-1.18549600581474,0.247168199071688,0.707034227711512,-5.39543216198813
"338755_at","338755_at","olfactory receptor, family 2, subfamily AG, member 2",338755,0.0615805058000003,2.24456409166667,1.18547129189762,0.247177784603938,0.707034227711512,-5.39545940525669
"157773_at","157773_at","chromosome 8 open reading frame 48",157773,0.0509248386000012,2.73920331627778,1.1851171694431,0.247315164791743,0.70723412804722,-5.39584971520656
"115509_at","115509_at","zinc finger protein 689",115509,-0.0690497394999996,5.3184197265,-1.18501660008946,0.247354190562813,0.70723412804722,-5.39596054283074
"9464_at","9464_at","heart and neural crest derivatives expressed 2",9464,-0.0673500773499982,3.32019549776667,-1.18501291131761,0.247355622071669,0.70723412804722,-5.39596460770614
"170506_at","170506_at","DEAH (Asp-Glu-Ala-His) box polypeptide 36",170506,-0.0674812584000035,7.32150910152222,-1.18483922252161,0.247423032793903,0.707263682834394,-5.39615599295139
"58533_at","58533_at","sorting nexin 6",58533,-0.0643962870500001,7.59095255212222,-1.18480084258579,0.247437930353582,0.707263682834394,-5.39619827991134
"57396_at","57396_at","CDC-like kinase 4",57396,-0.0627115516499943,7.45496206625556,-1.184592535747,0.247518798389585,0.707274788526316,-5.39642777093086
"57026_at","57026_at","pyridoxal (pyridoxine, vitamin B6) phosphatase",57026,-0.0698378451500021,5.3122357122,-1.18450893905222,0.247551257483754,0.707274788526316,-5.39651985910724
"56901_at","56901_at","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2",56901,0.0783758876999991,5.77690481694444,1.18432231371185,0.247623732167027,0.707274788526316,-5.39672542047167
"22902_at","22902_at","RUN and FYVE domain containing 3",22902,0.0623669894000027,6.90553682773333,1.1843095315561,0.247628696607485,0.707274788526316,-5.39673949852461
"51061_at","51061_at","thioredoxin domain containing 11",51061,-0.0540397028499937,6.60148429327778,-1.1842887361383,0.24763677346372,0.707274788526316,-5.39676240196295
"8639_at","8639_at","amine oxidase, copper containing 3",8639,0.111720479899999,6.05249919204444,1.18423477279446,0.247657733521833,0.707274788526316,-5.39682183388057
"8907_at","8907_at","adaptor-related protein complex 1, mu 1 subunit",8907,-0.0427831967499994,6.58427679898889,-1.18398939574543,0.247753057761406,0.707444224501332,-5.39709204685508
"25926_at","25926_at","nucleolar protein 11",25926,-0.0808551393500005,6.53886723296667,-1.18382563951213,0.247816689063662,0.707523127085591,-5.39727235013147
"170575_at","170575_at","GTPase, IMAP family member 1",170575,0.0576651055500017,6.91175902814444,1.18364453411745,0.247887075931293,0.707621291264143,-5.39747172991365
"79786_at","79786_at","kelch-like family member 36",79786,0.0588462760499997,5.82999143266667,1.18354956126278,0.247923993203791,0.707623898116079,-5.39757627517334
"222183_at","222183_at","serine/arginine repetitive matrix 3",222183,-0.0573273383999986,4.10340403541111,-1.1834211860513,0.247973900932075,0.707648715722236,-5.39771757763102
"80817_at","80817_at","centrosomal protein 44kDa",80817,-0.083961902200004,5.29806493134444,-1.18334197529857,0.248004698987217,0.707648715722236,-5.3978047580461
"285180_at","285180_at","RUN and FYVE domain containing 4",285180,-0.0632995192000001,3.46498460235556,-1.18308308266987,0.248105379257698,0.707751104022238,-5.39808966266951
"51301_at","51301_at","glucosaminyl (N-acetyl) transferase 4, core 2",51301,-0.0874843026499974,3.74001657125556,-1.18291010826687,0.248172663872371,0.707751104022238,-5.3982799857291
"5968_at","5968_at","regenerating islet-derived 1 beta",5968,-0.0529545660500017,2.09979819304444,-1.18288066279072,0.248184119099557,0.707751104022238,-5.39831238201506
"407015_at","407015_at","microRNA 26a-1",407015,0.0640593801000024,2.71314441436667,1.18287936382133,0.248184624449032,0.707751104022238,-5.39831381114118
"9816_at","9816_at","URB2 ribosome biogenesis 2 homolog (S. cerevisiae)",9816,-0.0683976337500001,4.97002515686667,-1.18247852844252,0.24834060147812,0.708048915193907,-5.39875474379112
"10609_at","10609_at","leprecan-like 4",10609,-0.0772642813999997,4.08720287021111,-1.18230040055042,0.248409939733685,0.708048915193907,-5.39895064806842
"945_at","945_at","CD33 molecule",945,0.0717050673499999,4.11085671436667,1.18227321432411,0.248420523538322,0.708048915193907,-5.39898054506057
"51334_at","51334_at","proline rich 16",51334,0.116887142700003,6.20411578457778,1.1821507261366,0.24846821327573,0.708048915193907,-5.39911523911061
"26801_at","26801_at","small nucleolar RNA, C/D box 48",26801,0.103167256699999,8.03751932138889,1.18206350389535,0.24850217666114,0.708048915193907,-5.39921114544735
"1716_at","1716_at","deoxyguanosine kinase",1716,0.0688954537500006,5.55502645933333,1.18205571176101,0.24850521100069,0.708048915193907,-5.39921971308364
"7203_at","7203_at","chaperonin containing TCP1, subunit 3 (gamma)",7203,-0.0520815537999999,7.64018458127778,-1.181835824477,0.24859084878179,0.708109354275248,-5.39946146372293
"10801_at","10801_at","septin 9",10801,0.0682694050499988,6.59609147655556,1.18181623053335,0.248598480945315,0.708109354275248,-5.39948300395463
"56964_at","56964_at","WD repeat domain 93",56964,-0.0692472139000007,2.91833374683333,-1.1812641078225,0.248813613377642,0.708514838143249,-5.40008983948291
"9767_at","9767_at","jade family PHD finger 3",9767,0.0906346700999991,3.53187383421111,1.18111415879156,0.248872064289875,0.708514838143249,-5.40025460436574
"23591_at","23591_at","family with sequence similarity 215, member A (non-protein coding)",23591,-0.0823741315499991,4.99798260713333,-1.18106650414167,0.248890642455187,0.708514838143249,-5.40030696369419
"7267_at","7267_at","tetratricopeptide repeat domain 3",7267,-0.0729433527500003,8.31871938403333,-1.18105567096802,0.2488948659116,0.708514838143249,-5.40031886610555
"8562_at","8562_at","density-regulated protein",8562,-0.0593084505499997,6.26307280465556,-1.18098842817145,0.2489210825979,0.708514838143249,-5.40039274362282
"134728_at","134728_at","interleukin-1 receptor-associated kinase 1 binding protein 1",134728,-0.141943745700001,4.84840744193333,-1.18068728862057,0.249038516328963,0.708746452350049,-5.4007235503021
"219473_at","219473_at","olfactory receptor, family 8, subfamily K, member 3",219473,-0.056248317550001,2.17021565701111,-1.18052243855243,0.249102819420321,0.708826815243519,-5.40090460909512
"344807_at","344807_at","CD200 receptor 1-like",344807,0.0650413354500015,1.96674400327778,1.1799038431679,0.249344224925442,0.709139532346867,-5.40158382739354
"63875_at","63875_at","mitochondrial ribosomal protein L17",63875,-0.0644919205999992,7.4500877257,-1.17980490028622,0.249382853272764,0.709139532346867,-5.40169243748414
"407029_at","407029_at","microRNA 30a",407029,-0.0776390286000015,3.2911394142,-1.17977454324473,0.249394705873155,0.709139532346867,-5.40172575893957
"253260_at","253260_at","RPTOR independent companion of MTOR, complex 2",253260,0.0880653736999939,8.03365343586667,1.17975105537667,0.24940387676101,0.709139532346867,-5.40175153991402
"127550_at","127550_at","alpha 1,3-galactosyltransferase 2",127550,0.085597276249997,2.98552617316667,1.17971679961076,0.249417252446105,0.709139532346867,-5.4017891392337
"6898_at","6898_at","tyrosine aminotransferase",6898,0.0672015237499997,2.198690902,1.17968619074176,0.249429204595191,0.709139532346867,-5.40182273487996
"400797_at","400797_at","long intergenic non-protein coding RNA 83",400797,-0.0694749183499952,3.85295000953333,-1.17953473829286,0.249488349992307,0.709142744207746,-5.40198895450483
"55277_at","55277_at","FGGY carbohydrate kinase domain containing",55277,-0.0599426118000039,7.40884635248889,-1.17944769123737,0.249522348425551,0.709142744207746,-5.40208448040667
"5905_at","5905_at","Ran GTPase activating protein 1",5905,-0.0596344699000042,6.24032029532222,-1.17938633456348,0.249546314895062,0.709142744207746,-5.4021518097905
"116442_at","116442_at","RAB39B, member RAS oncogene family",116442,-0.0543342497499997,2.87598865452222,-1.17900839501645,0.249693979155886,0.709142744207746,-5.40256647102182
"79834_at","79834_at","pseudopodium-enriched atypical kinase 1",79834,0.0865109756500022,7.16074892222222,1.17884922696847,0.249756186891666,0.709142744207746,-5.40274106901777
"54981_at","54981_at","nicotinamide riboside kinase 1",54981,-0.0971538234000002,5.49909578996667,-1.17884513715421,0.249757785467535,0.709142744207746,-5.40274555502818
"6718_at","6718_at","aldo-keto reductase family 1, member D1",6718,-0.053954232199998,2.06246516221111,-1.17882257687764,0.249766603685062,0.709142744207746,-5.4027703005581
"342510_at","342510_at","CD300e molecule",342510,-0.0562368641999988,4.37009331122222,-1.17860310113359,0.249852403024015,0.709142744207746,-5.40301101343462
"2117_at","2117_at","ets variant 3",2117,-0.0556214153499948,6.28372117921111,-1.1785901621244,0.24985746193485,0.709142744207746,-5.40302520322028
"92737_at","92737_at","delta/notch-like EGF repeat containing",92737,-0.0570675228999988,3.51584551545556,-1.17858731891927,0.249858573585119,0.709142744207746,-5.40302832125128
"6429_at","6429_at","serine/arginine-rich splicing factor 4",6429,-0.0586350529999997,7.15788936843333,-1.17847857522738,0.249901093480255,0.709142744207746,-5.40314757116461
"1833_at","1833_at","epiphycan",1833,0.0448524308499998,2.24780482047778,1.17843316790939,0.249918849794366,0.709142744207746,-5.40319736260106
"164312_at","164312_at","leucine rich repeat neuronal 4",164312,0.0734777071000012,4.07619877791111,1.1784006354166,0.249931572045261,0.709142744207746,-5.40323303508966
"3768_at","3768_at","potassium inwardly-rectifying channel, subfamily J, member 12",3768,-0.0769747193999928,5.96137233563333,-1.17839066003866,0.249935473141704,0.709142744207746,-5.4032439731037
"6676_at","6676_at","sperm associated antigen 4",6676,0.0663949659499981,3.16966189201111,1.17813406909636,0.250035834339414,0.709325099322581,-5.40352529715598
"283463_at","283463_at","mucin 19, oligomeric",283463,0.0454756119000026,1.96277720447778,1.17801297148093,0.250083210000769,0.709357109157904,-5.40365804864003
"64922_at","64922_at","leucine rich repeat containing 19",64922,0.0478040837500013,1.78811539792222,1.17788234970467,0.250134319156553,0.709357560234888,-5.40380122727486
"22897_at","22897_at","centrosomal protein 164kDa",22897,0.0570940978999994,4.22800963074444,1.17778923964676,0.250170755609267,0.709357560234888,-5.40390327953783
"1741_at","1741_at","discs, large homolog 3 (Drosophila)",1741,-0.0586445652999994,2.85933530843333,-1.17763904583576,0.25022953875542,0.709357560234888,-5.4040678827419
"50854_at","50854_at","chromosome 6 open reading frame 48",50854,0.0718975842500047,7.0052600791,1.17757405804779,0.250254976977279,0.709357560234888,-5.40413909959885
"51156_at","51156_at","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10",51156,-0.0812752404500015,3.13152255781111,-1.17735573083532,0.250340451016877,0.709357560234888,-5.40437832790571
"80852_at","80852_at","glutamate receptor interacting protein 2",80852,-0.089026521050001,6.34736655618889,-1.17733483060557,0.250348634490222,0.709357560234888,-5.40440122691079
"55604_at","55604_at","leucine rich repeat containing 16A",55604,-0.129129588449999,4.2701079948,-1.17708808365451,0.250445263117826,0.709357560234888,-5.40467154402868
"5621_at","5621_at","prion protein",5621,0.0622119664499934,8.75935836156667,1.17701625692319,0.250473396395923,0.709357560234888,-5.40475022246407
"63982_at","63982_at","anoctamin 3",63982,-0.0563519190500021,2.23196333603333,-1.17700242942891,0.250478812653263,0.709357560234888,-5.40476536850334
"10455_at","10455_at","enoyl-CoA delta isomerase 2",10455,-0.0848672407000048,9.10815405596667,-1.17698313549265,0.250486370272053,0.709357560234888,-5.40478650198293
"25851_at","25851_at","tectonin beta-propeller repeat containing 1",25851,0.0970219428499997,4.4670076994,1.1767255650197,0.250587279277319,0.709357560234888,-5.40506860057559
"100127888_at","100127888_at","uncharacterized LOC100127888",100127888,-0.0820491100999954,4.22070767682222,-1.17669727164054,0.250598365679597,0.709357560234888,-5.40509958495904
"63876_at","63876_at","PBX/knotted 1 homeobox 2",63876,-0.0630891920000005,6.48453421332222,-1.17663233960837,0.250623809848865,0.709357560234888,-5.40517069022559
"132160_at","132160_at","protein phosphatase, Mg2+/Mn2+ dependent, 1M",132160,0.0641146040999994,4.10162096318889,1.17656880766357,0.250648707235704,0.709357560234888,-5.40524025892534
"164656_at","164656_at","transmembrane protease, serine 6",164656,-0.0559198024999992,3.95525733942222,-1.17656324656907,0.250650886647429,0.709357560234888,-5.40524634827197
"25950_at","25950_at","RWD domain containing 3",25950,-0.086454230550002,5.48803590327778,-1.17632227656144,0.250745337101438,0.709357560234888,-5.40551018365321
"163051_at","163051_at","zinc finger protein 709",163051,0.0576646546500008,3.2066123548,1.17625848133162,0.250770346656356,0.709357560234888,-5.40558002431223
"81629_at","81629_at","testis-specific serine kinase 3",81629,-0.0738814735999984,3.70283832476667,-1.1762406205982,0.250777348906053,0.709357560234888,-5.40559957698059
"259296_at","259296_at","taste receptor, type 2, member 50",259296,-0.0757204957000006,4.98015868404444,-1.17623518903542,0.250779478363521,0.709357560234888,-5.40560552301932
"10606_at","10606_at","phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",10606,-0.0745415939000003,6.88521066891111,-1.17616954707418,0.250805214514716,0.709357560234888,-5.40567738064016
"23435_at","23435_at","TAR DNA binding protein",23435,-0.064313991349997,7.60401917433333,-1.17578520357851,0.250955942817704,0.709493801381083,-5.40609804632804
"23185_at","23185_at","La ribonucleoprotein domain family, member 4B",23185,-0.0601104963000036,7.88136444247778,-1.17576201529752,0.250965038731795,0.709493801381083,-5.40612342210326
"283152_at","283152_at","coiled-coil domain containing 153",283152,-0.0925454918499993,4.00776614554444,-1.17570503039645,0.250987392861249,0.709493801381083,-5.40618578085625
"155382_at","155382_at","vacuolar protein sorting 37 homolog D (S. cerevisiae)",155382,-0.0985894417999997,5.08817795963333,-1.17554152775167,0.251051540135215,0.709493801381083,-5.40636468741495
"9397_at","9397_at","N-myristoyltransferase 2",9397,-0.0465338575000018,6.02964111511111,-1.17549898486978,0.251068233049058,0.709493801381083,-5.40641123472695
"23549_at","23549_at","aspartyl aminopeptidase",23549,0.0506600774500026,6.83928699026667,1.17543291289841,0.251094159903365,0.709493801381083,-5.40648352288479
"311_at","311_at","annexin A11",311,-0.0690867089999987,8.70652329528889,-1.17530947996431,0.251142600699502,0.709493801381083,-5.40661855898037
"57713_at","57713_at","Scm-like with four mbt domains 2",57713,0.0553285123500054,6.40351186148889,1.17523592540784,0.251171470204411,0.709493801381083,-5.40669902195757
"83896_at","83896_at","keratin associated protein 3-1",83896,-0.0494088832000008,3.08728173376667,-1.17521858197505,0.251178277704771,0.709493801381083,-5.40671799367604
"143872_at","143872_at","Rho GTPase activating protein 42",143872,0.1148416922,6.48515103793333,1.17506454668258,0.251238744359228,0.709562621301374,-5.40688647964484
"337978_at","337978_at","keratin associated protein 21-2",337978,-0.10079842445,3.71632353104444,-1.17489370305574,0.25130582175061,0.709650089179094,-5.40707332787752
"51360_at","51360_at","membrane-bound transcription factor peptidase, site 2",51360,-0.0653687059500037,7.41647045164444,-1.17474870761992,0.251362760917808,0.709708907208532,-5.40723188754548
"27349_at","27349_at","malonyl CoA:ACP acyltransferase (mitochondrial)",27349,-0.0721203681499993,5.87557301397778,-1.17438868444267,0.251504182005836,0.709899811535956,-5.40762551554716
"3516_at","3516_at","recombination signal binding protein for immunoglobulin kappa J region",3516,-0.0729752990999968,7.87663786907778,-1.17437378226543,0.25151003701605,0.709899811535956,-5.40764180639596
"59271_at","59271_at","eva-1 homolog C (C. elegans)",59271,0.0591215646499954,6.0417512701,1.17430074516221,0.251538734483383,0.709899811535956,-5.40772164686748
"392843_at","392843_at","IQ motif containing with AAA domain 1 pseudogene 1",392843,-0.0917196845499997,2.93955384332222,-1.17417839997306,0.251586811335066,0.709933552042986,-5.40785537857044
"146512_at","146512_at","uncharacterized protein FLJ30679",146512,0.0589465306500014,2.68086534814444,1.17381768305586,0.251728598525558,0.710199263707756,-5.408249594957
"11240_at","11240_at","peptidyl arginine deiminase, type II",11240,-0.0749295477999947,10.0900106071889,-1.17375499688999,0.251753244644954,0.710199263707756,-5.40831809176499
"8731_at","8731_at","RNA (guanine-7-) methyltransferase",8731,-0.0653404250999996,5.6436081761,-1.17344917966088,0.251873507453339,0.710436555035581,-5.40865220989462
"26469_at","26469_at","protein tyrosine phosphatase, non-receptor type 18 (brain-derived)",26469,0.0740702995000007,5.73199354232222,1.17320559353524,0.251969328277143,0.710549197126881,-5.40891828262708
"3217_at","3217_at","homeobox B7",3217,-0.0538080245999994,3.40536733066667,-1.17298064581092,0.25205784118061,0.710549197126881,-5.40916395279449
"4159_at","4159_at","melanocortin 3 receptor",4159,0.0726508833000001,3.15271805998889,1.17290918294901,0.252085965355739,0.710549197126881,-5.40924199014164
"406987_at","406987_at","microRNA 204",406987,-0.0529701372499995,1.9952417759,-1.17284198534397,0.252112413060496,0.710549197126881,-5.40931536598254
"1179_at","1179_at","chloride channel accessory 1",1179,-0.0571581255999987,2.43645038983333,-1.17273380039783,0.252154996922476,0.710549197126881,-5.40943348975103
"114803_at","114803_at","Myb-like, SWIRM and MPN domains 1",114803,-0.0523112739999947,7.78839523017778,-1.17254769337573,0.252228265005676,0.710549197126881,-5.40963667156247
"677770_at","677770_at","small Cajal body-specific RNA 22",677770,0.0921338713500015,4.52405665165556,1.17252895961537,0.252235641133484,0.710549197126881,-5.40965712250558
"56942_at","56942_at","C-x(9)-C motif containing 2",56942,-0.0946391221000038,8.95061409651111,-1.17252854976539,0.252235802507349,0.710549197126881,-5.40965756992018
"2153_at","2153_at","coagulation factor V (proaccelerin, labile factor)",2153,-0.0949083697000002,2.9162856372,-1.17252088868571,0.252238818986173,0.710549197126881,-5.40966593314715
"91461_at","91461_at","protein kinase domain containing, cytoplasmic",91461,0.0785875014499942,8.1635157135,1.17231412032694,0.252320242190057,0.710598847409471,-5.40989163374799
"6862_at","6862_at","T, brachyury homolog (mouse)",6862,0.0576862667000007,3.7004604869,1.17226327851415,0.25234026614075,0.710598847409471,-5.40994712535285
"83930_at","83930_at","STARD3 N-terminal like",83930,-0.0656644203000027,5.55605516497778,-1.17215276888403,0.252383794204079,0.710598847409471,-5.41006773438653
"8214_at","8214_at","DiGeorge syndrome critical region gene 6",8214,-0.110735250799997,6.87142716182222,-1.17210892259073,0.252401066132366,0.710598847409471,-5.41011558496594
"5459_at","5459_at","POU class 4 homeobox 3",5459,-0.0832255140499982,3.73323841414444,-1.17174346058992,0.252545062931655,0.710816753911755,-5.41051436112754
"140873_at","140873_at","chromosome 20 open reading frame 173",140873,-0.0619229094000002,2.54154406962222,-1.17172890713519,0.252550798441324,0.710816753911755,-5.41053023893437
"221468_at","221468_at","transmembrane protein 217",221468,0.0669408541000003,2.68762508496667,1.17152904177799,0.252629575037384,0.710936664917633,-5.41074827414897
"3000_at","3000_at","guanylate cyclase 2D, membrane (retina-specific)",3000,-0.0620695369999957,4.17552146241111,-1.17123112376506,0.252747032674928,0.711165380127849,-5.41107321470632
"401039_at","401039_at","FLJ43879 protein",401039,0.0597480332500022,3.1588034287,1.17088813910382,0.252882308396434,0.711421983781195,-5.41144721875324
"5128_at","5128_at","cyclin-dependent kinase 17",5128,0.0814615707499984,6.30738806205556,1.17057822453455,0.253004587087803,0.711421983781195,-5.41178507817073
"4191_at","4191_at","malate dehydrogenase 2, NAD (mitochondrial)",4191,0.0412067464999932,11.1422181234444,1.17054276311543,0.253018581396219,0.711421983781195,-5.4118237320629
"23040_at","23040_at","myelin transcription factor 1-like",23040,-0.0577711019500007,3.26205758241111,-1.17047833899375,0.253044006858739,0.711421983781195,-5.411893953411
"6767_at","6767_at","suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)",6767,-0.0426399954999983,10.4889611146667,-1.1704622806238,0.253050344709062,0.711421983781195,-5.41191145626417
"8772_at","8772_at","Fas (TNFRSF6)-associated via death domain",8772,-0.0701560680499957,5.22357380452222,-1.17044943898736,0.253055413076948,0.711421983781195,-5.41192545287855
"202865_at","202865_at","chromosome 7 open reading frame 33",202865,-0.0624415442499986,2.6715290328,-1.17007160268285,0.253204572026802,0.711566475433988,-5.41233721074916
"7579_at","7579_at","zinc finger and SCAN domain containing 20",7579,-0.0706874829000022,4.4470309215,-1.17005210800762,0.253212269729933,0.711566475433988,-5.41235845242206
"1201_at","1201_at","ceroid-lipofuscinosis, neuronal 3",1201,0.0537510797499943,5.96145474023333,1.1700441216643,0.253215423282045,0.711566475433988,-5.4123671543635
"57192_at","57192_at","mucolipin 1",57192,0.0458033445000012,7.24197765296667,1.16995149507626,0.253252000687957,0.711567522733538,-5.41246807669052
"84437_at","84437_at","Myb/SANT-like DNA-binding domain containing 4 with coiled-coils",84437,-0.0730717102500016,5.62967614526667,-1.16965670010514,0.25336843857811,0.711764254977045,-5.41278922656961
"404093_at","404093_at","CUE domain containing 1",404093,0.0808045010000003,6.51572987264444,1.16958281436048,0.253397628116389,0.711764254977045,-5.4128697064884
"85406_at","85406_at","DnaJ (Hsp40) homolog, subfamily C, member 14",85406,0.0705488696500005,5.15702034558889,1.16949920197596,0.253430663291409,0.711764254977045,-5.41296077568375
"406936_at","406936_at","microRNA 144",406936,0.0397002431499995,1.64888160741111,1.16917839879226,0.253557441880585,0.711985406494274,-5.41331013540123
"9380_at","9380_at","glyoxylate reductase/hydroxypyruvate reductase",9380,0.0627542980000007,7.5695037,1.16911662828408,0.253581858423726,0.711985406494274,-5.41337739467781
"387032_at","387032_at","zinc finger with KRAB and SCAN domains 4",387032,0.072351085999999,3.80822536058889,1.16844894617783,0.253845889647345,0.712624927171679,-5.41410420372927
"25996_at","25996_at","RNA exonuclease 2",25996,-0.063360359699999,6.28075055855556,-1.16820692108544,0.253941647307168,0.712675247854375,-5.41436757035313
"4693_at","4693_at","Norrie disease (pseudoglioma)",4693,0.0613266180500021,3.13421918755556,1.16815989634446,0.253960255827274,0.712675247854375,-5.4144187360624
"8648_at","8648_at","nuclear receptor coactivator 1",8648,-0.0484923963499977,8.5852534936,-1.16812870906666,0.253972597739495,0.712675247854375,-5.41445266866201
"79184_at","79184_at","BRCA1/BRCA2-containing complex, subunit 3",79184,-0.0847116664999916,7.38095850727778,-1.16794221501268,0.25404640930428,0.71278060363545,-5.41465556241838
"7481_at","7481_at","wingless-type MMTV integration site family, member 11",7481,0.0731835495999995,5.21103723912222,1.16761857243055,0.254174539838939,0.713038310875608,-5.41500759676421
"2042_at","2042_at","EPH receptor A3",2042,0.0990695278999962,3.7083733399,1.16750145368716,0.254220919073281,0.713066639569896,-5.41513496845631
"53616_at","53616_at","ADAM metallopeptidase domain 22",53616,0.0821398921499998,4.26736372797778,1.16731545996736,0.254294585773812,0.71314345840032,-5.41533722131783
"114908_at","114908_at","transmembrane protein 123",114908,0.0661065244500012,7.75821626122222,1.16724909164329,0.254320876153854,0.71314345840032,-5.41540938447267
"25821_at","25821_at","mitochondrial tRNA translation optimization 1",25821,-0.0651074701500027,6.56779697456667,-1.16709492278325,0.254381954573299,0.713157403006481,-5.41557700023083
"22984_at","22984_at","programmed cell death 11",22984,-0.0499062134499937,5.86122030638889,-1.167053366114,0.254398420295026,0.713157403006481,-5.41562217818295
"65265_at","65265_at","chromosome 8 open reading frame 33",65265,-0.0568165856499974,5.80333128802222,-1.16686261802905,0.254474009238243,0.71326756668118,-5.41582952986597
"79730_at","79730_at","NOP2/Sun domain family, member 7",79730,-0.0487515701500012,2.14415923221111,-1.16626174131086,0.254712230892084,0.713822919748229,-5.41648251269066
"55284_at","55284_at","ubiquitin-conjugating enzyme E2W (putative)",55284,-0.119549216799999,7.03766956605556,-1.16617966673652,0.254744782696351,0.713822919748229,-5.41657168129411
"3491_at","3491_at","cysteine-rich, angiogenic inducer, 61",3491,0.187844000149995,6.15058911224444,1.16595629724953,0.2548333893929,0.713871005197422,-5.4168143292267
"406899_at","406899_at","microRNA 106a",406899,-0.0401137557000004,1.57877146211111,-1.16588613993511,0.254861224246542,0.713871005197422,-5.41689053310831
"80832_at","80832_at","apolipoprotein L, 4",80832,-0.0791799335000007,3.74670055481111,-1.16586173125053,0.254870908897441,0.713871005197422,-5.41691704451974
"4861_at","4861_at","neuronal PAS domain protein 1",4861,0.0638723850000038,3.50088415871111,1.16550215605507,0.255013609293497,0.714168919500482,-5.41730753872413
"2562_at","2562_at","gamma-aminobutyric acid (GABA) A receptor, beta 3",2562,-0.0799277711999999,3.53230532773333,-1.16512388235572,0.255163794015657,0.714266313925389,-5.41771822364141
"91689_at","91689_at","single-pass membrane protein with aspartate-rich tail 1",91689,-0.0641031120999997,8.48477632571111,-1.1647984573858,0.255293048632709,0.714266313925389,-5.41807143676684
"255394_at","255394_at","t-complex 11, testis-specific-like 2",255394,-0.0673313943500027,7.71195405708889,-1.16470136802254,0.255331620640424,0.714266313925389,-5.41817679962806
"7288_at","7288_at","tubby like protein 2",7288,-0.060095775700002,2.84723339597778,-1.16465024293566,0.255351933525937,0.714266313925389,-5.41823227821393
"100505502_at","100505502_at","putative UPF0607 protein FLJ37424-like",100505502,0.194270788599999,3.52589095883333,1.16459059764155,0.255375633145498,0.714266313925389,-5.4182969997978
"55100_at","55100_at","WD repeat domain 70",55100,0.0708694563500032,6.31965051925556,1.16458909630599,0.255376229711107,0.714266313925389,-5.41829862887093
"4670_at","4670_at","heterogeneous nuclear ribonucleoprotein M",4670,-0.0547074923999977,7.84663470076667,-1.16454342729894,0.255394377084482,0.714266313925389,-5.41834818262446
"3050_at","3050_at","hemoglobin, zeta",3050,0.0774660421499993,1.85071391837778,1.16446977962922,0.255423644270853,0.714266313925389,-5.41842809135039
