Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Time_point,Tissue
SRR13202654,RNA-Seq,65,621704850,PRJNA682757,SAMN17006959,280139953,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9635918,GSM4958141,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958141,Patient 17,SRP296472,Pre reduced activity 0 baseline,muscle biopsy
SRR13202656,RNA-Seq,65,633359740,PRJNA682757,SAMN17006959,275849091,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9635918,GSM4958141,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958141,Patient 17,SRP296472,Pre reduced activity 0 baseline,muscle biopsy
SRR13202659,RNA-Seq,65,520442000,PRJNA682757,SAMN17006958,231263204,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9635919,GSM4958142,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958142,Patient 17,SRP296472,Pre reduced activity 60 min after Leucine,muscle biopsy
SRR13202662,RNA-Seq,65,436563725,PRJNA682757,SAMN17006957,198034348,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9635920,GSM4958143,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958143,Patient 17,SRP296472,Pre reduced activity 180 min after Leucine,muscle biopsy
SRR13202663,RNA-Seq,65,445014635,PRJNA682757,SAMN17006957,198230159,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9635920,GSM4958143,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958143,Patient 17,SRP296472,Pre reduced activity 180 min after Leucine,muscle biopsy
SRR13202665,RNA-Seq,65,636918750,PRJNA682757,SAMN17006956,293660140,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX9635921,GSM4958144,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958144,Patient 17,SRP296472,Post reduced activity 0 baseline,muscle biopsy
SRR13202667,RNA-Seq,65,645967595,PRJNA682757,SAMN17006956,289356144,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9635921,GSM4958144,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958144,Patient 17,SRP296472,Post reduced activity 0 baseline,muscle biopsy
SRR13202669,RNA-Seq,65,549633175,PRJNA682757,SAMN17006955,251014651,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9635922,GSM4958145,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958145,Patient 17,SRP296472,Post reduced activity 60 min after Leucine,muscle biopsy
SRR13202671,RNA-Seq,65,557275030,PRJNA682757,SAMN17006955,248435104,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9635922,GSM4958145,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958145,Patient 17,SRP296472,Post reduced activity 60 min after Leucine,muscle biopsy
SRR13202672,RNA-Seq,65,557662820,PRJNA682757,SAMN17006955,245425060,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9635922,GSM4958145,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958145,Patient 17,SRP296472,Post reduced activity 60 min after Leucine,muscle biopsy
SRR13202674,RNA-Seq,65,648261445,PRJNA682757,SAMN17006954,293476449,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9635923,GSM4958146,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958146,Patient 17,SRP296472,Post reduced activity 180 min after Leucine,muscle biopsy
SRR13202676,RNA-Seq,65,660773360,PRJNA682757,SAMN17006954,289395103,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9635923,GSM4958146,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958146,Patient 17,SRP296472,Post reduced activity 180 min after Leucine,muscle biopsy
SRR13202677,RNA-Seq,60,1154163840,PRJNA682757,SAMN17006953,521286204,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9635924,GSM4958147,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958147,Patient 18,SRP296472,Pre reduced activity 0 baseline,muscle biopsy
SRR13202679,RNA-Seq,60,1434233340,PRJNA682757,SAMN17006952,642173037,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9635925,GSM4958148,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958148,Patient 18,SRP296472,Pre reduced activity 60 min after Leucine,muscle biopsy
SRR13202680,RNA-Seq,50,1249091950,PRJNA682757,SAMN17006952,581916852,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9635925,GSM4958148,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958148,Patient 18,SRP296472,Pre reduced activity 60 min after Leucine,muscle biopsy
SRR13202681,RNA-Seq,60,1406484000,PRJNA682757,SAMN17006951,631226206,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9635926,GSM4958149,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958149,Patient 18,SRP296472,Pre reduced activity 180 min after Leucine,muscle biopsy
SRR13202684,RNA-Seq,50,1130223100,PRJNA682757,SAMN17006950,525257481,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9635927,GSM4958150,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958150,Patient 18,SRP296472,Post reduced activity 0 baseline,muscle biopsy
SRR13202686,RNA-Seq,50,1227714900,PRJNA682757,SAMN17006949,571679894,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9635928,GSM4958151,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958151,Patient 18,SRP296472,Post reduced activity 60 min after Leucine,muscle biopsy
SRR13202688,RNA-Seq,50,1182204150,PRJNA682757,SAMN17006981,549182246,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9635929,GSM4958152,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958152,Patient 18,SRP296472,Post reduced activity 180 min after Leucine,muscle biopsy
SRR13202689,OTHER,60,1178640960,PRJNA682757,SAMN17006980,536003325,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9635930,GSM4958153,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958153,Patient 18,SRP296472,Pre reduced activity 0 baseline,muscle biopsy
SRR13202692,OTHER,50,967414850,PRJNA682757,SAMN17006979,452644904,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9635931,GSM4958154,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958154,Patient 18,SRP296472,Pre reduced activity 60 min after Leucine,muscle biopsy
SRR13202694,OTHER,50,983025200,PRJNA682757,SAMN17006978,463597898,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9635932,GSM4958155,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958155,Patient 18,SRP296472,Pre reduced activity 180 min after Leucine,muscle biopsy
SRR13202695,OTHER,60,1430400000,PRJNA682757,SAMN17006977,663438916,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9635933,GSM4958156,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958156,Patient 18,SRP296472,Post reduced activity 0 baseline,muscle biopsy
SRR13202697,OTHER,60,1484218740,PRJNA682757,SAMN17006976,681839372,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9635934,GSM4958157,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958157,Patient 18,SRP296472,Post reduced activity 60 min after Leucine,muscle biopsy
SRR13202698,OTHER,50,1298788100,PRJNA682757,SAMN17006976,613746605,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9635934,GSM4958157,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958157,Patient 18,SRP296472,Post reduced activity 60 min after Leucine,muscle biopsy
SRR13202700,OTHER,50,1143284350,PRJNA682757,SAMN17006975,536541517,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9635935,GSM4958158,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958158,Patient 18,SRP296472,Post reduced activity 180 min after Leucine,muscle biopsy
SRR13202701,RNA-Seq,65,604807905,PRJNA682757,SAMN17006974,276249940,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9635936,GSM4958159,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958159,Patient 19,SRP296472,Pre reduced activity 0 baseline,muscle biopsy
SRR13202704,RNA-Seq,65,612510470,PRJNA682757,SAMN17006974,267762023,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9635936,GSM4958159,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958159,Patient 19,SRP296472,Pre reduced activity 0 baseline,muscle biopsy
SRR13202706,RNA-Seq,65,574215850,PRJNA682757,SAMN17006973,260892414,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9635937,GSM4958160,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958160,Patient 19,SRP296472,Pre reduced activity 60 min after Leucine,muscle biopsy
SRR13202707,RNA-Seq,65,584423645,PRJNA682757,SAMN17006973,263026553,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9635937,GSM4958160,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958160,Patient 19,SRP296472,Pre reduced activity 60 min after Leucine,muscle biopsy
SRR13202709,RNA-Seq,65,612683240,PRJNA682757,SAMN17006972,283313056,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9635938,GSM4958161,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958161,Patient 19,SRP296472,Pre reduced activity 180 min after Leucine,muscle biopsy
SRR13202711,RNA-Seq,65,620897355,PRJNA682757,SAMN17006972,279318365,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9635938,GSM4958161,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958161,Patient 19,SRP296472,Pre reduced activity 180 min after Leucine,muscle biopsy
SRR13202712,RNA-Seq,65,620993620,PRJNA682757,SAMN17006972,274885019,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9635938,GSM4958161,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958161,Patient 19,SRP296472,Pre reduced activity 180 min after Leucine,muscle biopsy
SRR13202713,RNA-Seq,65,629582850,PRJNA682757,SAMN17006971,287366976,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9635939,GSM4958162,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958162,Patient 19,SRP296472,Post reduced activity 0 baseline,muscle biopsy
SRR13202715,RNA-Seq,65,638153555,PRJNA682757,SAMN17006971,284088756,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9635939,GSM4958162,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958162,Patient 19,SRP296472,Post reduced activity 0 baseline,muscle biopsy
SRR13202717,RNA-Seq,65,567763885,PRJNA682757,SAMN17006970,258998381,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9635940,GSM4958163,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958163,Patient 19,SRP296472,Post reduced activity 60 min after Leucine,muscle biopsy
SRR13202719,RNA-Seq,65,575000920,PRJNA682757,SAMN17006970,254928339,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9635940,GSM4958163,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958163,Patient 19,SRP296472,Post reduced activity 60 min after Leucine,muscle biopsy
SRR13202722,RNA-Seq,65,540466550,PRJNA682757,SAMN17007024,244164735,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9635941,GSM4958164,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958164,Patient 19,SRP296472,Post reduced activity 180 min after Leucine,muscle biopsy
SRR13202725,OTHER,65,576652050,PRJNA682757,SAMN17007030,268919610,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9635942,GSM4958165,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958165,Patient 19,SRP296472,Pre reduced activity 0 baseline,muscle biopsy
SRR13202727,OTHER,65,584435020,PRJNA682757,SAMN17007030,265355295,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9635942,GSM4958165,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958165,Patient 19,SRP296472,Pre reduced activity 0 baseline,muscle biopsy
SRR13202729,OTHER,65,681886075,PRJNA682757,SAMN17007029,319030568,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9635943,GSM4958166,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958166,Patient 19,SRP296472,Pre reduced activity 60 min after Leucine,muscle biopsy
SRR13202733,OTHER,65,674097255,PRJNA682757,SAMN17007028,314928543,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9635944,GSM4958167,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958167,Patient 19,SRP296472,Pre reduced activity 180 min after Leucine,muscle biopsy
SRR13202736,OTHER,65,683330440,PRJNA682757,SAMN17007028,307666306,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9635944,GSM4958167,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958167,Patient 19,SRP296472,Pre reduced activity 180 min after Leucine,muscle biopsy
SRR13202737,OTHER,65,707034705,PRJNA682757,SAMN17007027,329709247,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9635945,GSM4958168,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958168,Patient 19,SRP296472,Post reduced activity 0 baseline,muscle biopsy
SRR13202739,OTHER,65,716418820,PRJNA682757,SAMN17007027,324568860,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9635945,GSM4958168,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958168,Patient 19,SRP296472,Post reduced activity 0 baseline,muscle biopsy
SRR13202742,OTHER,65,655102045,PRJNA682757,SAMN17007026,302649626,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9635946,GSM4958169,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958169,Patient 19,SRP296472,Post reduced activity 60 min after Leucine,muscle biopsy
SRR13202743,OTHER,65,667115540,PRJNA682757,SAMN17007026,304092682,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9635946,GSM4958169,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958169,Patient 19,SRP296472,Post reduced activity 60 min after Leucine,muscle biopsy
SRR13202745,OTHER,65,707335590,PRJNA682757,SAMN17007025,327217704,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9635947,GSM4958170,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958170,Patient 19,SRP296472,Post reduced activity 180 min after Leucine,muscle biopsy
SRR13202748,OTHER,65,716559610,PRJNA682757,SAMN17007025,318579622,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9635947,GSM4958170,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958170,Patient 19,SRP296472,Post reduced activity 180 min after Leucine,muscle biopsy
SRR13202749,RNA-Seq,50,2392085300,PRJNA682757,SAMN17007023,1104023965,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9635948,GSM4958171,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958171,Patient 20,SRP296472,Pre reduced activity 0 baseline,muscle biopsy
SRR13202752,RNA-Seq,50,2097161650,PRJNA682757,SAMN17007020,966055028,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9635951,GSM4958174,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-12-07T00:00:00Z,GSM4958174,Patient 20,SRP296472,Post reduced activity 0 baseline,muscle biopsy
