"","PROBEID","SYMBOL","GENENAME","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"207797_s_at","207797_s_at","LRP2BP","LRP2 binding protein","55805",-0.55621088551647,7.87913034590083,-1.19095318637134,0.254913356643183,0.632771496840984,-5.50471639837488
"219980_at","219980_at","ABHD18","abhydrolase domain containing 18","80167",0.136566357334827,9.97689177669813,1.19092216932323,0.254925117299194,0.632771496840984,-5.50475066574351
"208224_at","208224_at","HOXB1","homeobox B1","3211",-0.152734542165064,11.0507427131878,-1.19085428313315,0.254950859006982,0.632771496840984,-5.50482566334825
"218825_at","218825_at","EGFL7","EGF like domain multiple 7","51162",-0.247813654209294,11.2179274575264,-1.1906863916757,0.255014530308027,0.632771496840984,-5.5050111276711
"219416_at","219416_at","SCARA3","scavenger receptor class A member 3","51435",-0.29976579928722,8.55542263370158,-1.19067212968433,0.255019939607554,0.632771496840984,-5.50502688147881
"212978_at","212978_at","LRRC8B","leucine rich repeat containing 8 VRAC subunit B","23507",-0.395417988320792,9.4055436222034,-1.19049407168046,0.255087481099144,0.632771496840984,-5.50522355187189
"212823_s_at","212823_s_at","PLEKHG3","pleckstrin homology and RhoGEF domain containing G3","26030",-0.208179772758904,7.4874072850003,-1.19042651933774,0.255113108893037,0.632771496840984,-5.50529815933685
"209115_at","209115_at","UBA3","ubiquitin like modifier activating enzyme 3","9039",-0.0961948124530068,12.409995240925,-1.19041528806856,0.255117369970418,0.632771496840984,-5.50531056326605
"201190_s_at","201190_s_at","PITPNA","phosphatidylinositol transfer protein alpha","5306",0.22791503053344,10.905538361209,1.19019410876344,0.255201295369627,0.632771496840984,-5.50555481700602
"203394_s_at","203394_s_at","HES1","hes family bHLH transcription factor 1","3280",0.376600307401096,12.2016006918211,1.19014902926736,0.255218403195075,0.632771496840984,-5.50560459497368
"216336_x_at","216336_x_at","MT1E","metallothionein 1E","4493",0.18161172931886,11.9228681759803,1.19003562071673,0.255261446076461,0.632771496840984,-5.50572981705402
"205501_at","205501_at","PDE10A","phosphodiesterase 10A","10846",-0.509204019748597,7.58387330053622,-1.18997714409478,0.255283642395106,0.632771496840984,-5.50579438135459
"214248_s_at","214248_s_at","TRIM2","tripartite motif containing 2","23321",-0.369849384700282,8.3927221113189,-1.18990636281406,0.255310511272968,0.632771496840984,-5.50587252790893
"206758_at","206758_at","EDN2","endothelin 2","1907",-0.56404414677564,7.38339075989945,-1.18988808080914,0.255317451557641,0.632771496840984,-5.50589271168009
"218261_at","218261_at","AP1M2","adaptor related protein complex 1 subunit mu 2","10053",0.248953147071235,8.24310483246616,1.18986987938927,0.255324361395974,0.632771496840984,-5.50591280623845
"201455_s_at","201455_s_at","NPEPPS","aminopeptidase puromycin sensitive","9520",-0.149965544616357,13.3793844870581,-1.18968716853201,0.255393732305663,0.632771496840984,-5.50611450739688
"214597_at","214597_at","SSTR2","somatostatin receptor 2","6752",-0.264125621266531,9.01790927042136,-1.18962791794793,0.255416231469681,0.632771496840984,-5.50617991098135
"216603_at","216603_at","SLC7A8","solute carrier family 7 member 8","23428",0.504936802514056,8.56000156432092,1.18960019001807,0.255426761097374,0.632771496840984,-5.506210517486
"207295_at","207295_at","SCNN1G","sodium channel epithelial 1 subunit gamma","6340",-0.428012322009113,9.00086422169944,-1.18952355440827,0.255455865076516,0.632771496840984,-5.50629510606976
"205416_s_at","205416_s_at","ATXN3","ataxin 3","4287",-0.188624356458639,9.16927371508417,-1.18946781516261,0.255477034842169,0.632771496840984,-5.50635662701555
"221703_at","221703_at","BRIP1","BRCA1 interacting protein C-terminal helicase 1","83990",-0.784889250432344,6.28560678030855,-1.18941771046406,0.255496065770361,0.632771496840984,-5.50641192699901
"213579_s_at","213579_s_at","EP300","E1A binding protein p300","2033",-0.0973376383800879,11.4047711665534,-1.18941640330847,0.255496562273159,0.632771496840984,-5.50641336966691
"221522_at","221522_at","ANKRD27","ankyrin repeat domain 27","84079",-0.128572777408586,11.1053697064759,-1.18940279017391,0.25550173305595,0.632771496840984,-5.50642839399479
"202985_s_at","202985_s_at","BAG5","BAG cochaperone 5","9529",0.126164321550428,11.6528128484265,1.18933722674649,0.255526637661549,0.632771496840984,-5.50650075208017
"201777_s_at","201777_s_at","EFCAB14","EF-hand calcium binding domain 14","9813",0.174829925899697,10.9749218466334,1.18928857962529,0.255545117740168,0.632771496840984,-5.50655443868955
"206171_at","206171_at","ADORA3","adenosine A3 receptor","140",0.372157524700896,9.69215535588907,1.18924058840081,0.255563349674226,0.632771496840984,-5.5066073997445
"213446_s_at","213446_s_at","IQGAP1","IQ motif containing GTPase activating protein 1","8826",-0.305870522731796,9.99288631907345,-1.18919356336214,0.255581215533353,0.632771496840984,-5.50665929290925
"207134_x_at","207134_x_at","TPSB2","tryptase beta 2","64499",-0.171897044111931,10.3967145250781,-1.18917442466076,0.255588487029955,0.632771496840984,-5.50668041241993
"204972_at","204972_at","OAS2","2'-5'-oligoadenylate synthetase 2","4939",-0.145713298638354,10.4084327876548,-1.18899366945338,0.255657170510368,0.632781414488447,-5.50687986201828
"214150_x_at","214150_x_at","ATP6V0E1","ATPase H+ transporting V0 subunit e1","8992",-0.0981731015887011,13.4471335959673,-1.18892198199176,0.255684414329645,0.632781414488447,-5.5069589569901
"209810_at","209810_at","SFTPB","surfactant protein B","6439",0.392323969565238,9.09355658124506,1.18888331026585,0.255699111915947,0.632781414488447,-5.50700162311426
"203958_s_at","203958_s_at","ZBTB40","zinc finger and BTB domain containing 40","9923",-0.388717068414582,9.29961831699309,-1.18874230652158,0.255752707396154,0.632781414488447,-5.50715718176731
"203028_s_at","203028_s_at","CYBA","cytochrome b-245 alpha chain","1535",0.107330652221139,10.9122133179423,1.18872534585407,0.255759154728711,0.632781414488447,-5.5071758921863
"208012_x_at","208012_x_at","SP110","SP110 nuclear body protein","3431",-0.170165657847878,9.76915358148589,-1.18823310156627,0.25594632871521,0.633155795772214,-5.50771882643658
"205820_s_at","205820_s_at","APOC3","apolipoprotein C3","345",0.260954343520791,7.34035648517557,1.18815200065329,0.255977177230918,0.633155795772214,-5.50780826172906
"222126_at","222126_at","AGFG2","ArfGAP with FG repeats 2","3268",-0.344174275708401,9.61220194247126,-1.18796395239983,0.256048716631129,0.633250239255518,-5.50801561617252
"213017_at","213017_at","ABHD3","abhydrolase domain containing 3, phospholipase","171586",-0.268388496403093,9.98043540531537,-1.18770472288713,0.256147361052264,0.633411684540338,-5.50830141695772
"203225_s_at","203225_s_at","RFK","riboflavin kinase","55312",0.148676862000359,11.2559352073998,1.1875907059627,0.256190757175563,0.633429536159632,-5.50842710500659
"212287_at","212287_at","SUZ12","SUZ12 polycomb repressive complex 2 subunit","23512",-0.139963967085842,11.570428488498,-1.1875104337298,0.256221313114718,0.633429536159632,-5.5085155883919
"207094_at","207094_at","CXCR1","C-X-C motif chemokine receptor 1","3577",-0.308764950850847,7.23286055098322,-1.18716628229745,0.25635234778069,0.633510002909468,-5.50889488956469
"205732_s_at","205732_s_at","NCOA2","nuclear receptor coactivator 2","10499",-0.279532554405383,8.9233772912399,-1.18710728190235,0.256374817235268,0.633510002909468,-5.50895990714831
"201855_s_at","201855_s_at","ATMIN","ATM interactor","23300",-0.134767267254102,11.1944601356113,-1.18709658925825,0.256378889539154,0.633510002909468,-5.50897169001239
"221865_at","221865_at","TMEM268","transmembrane protein 268","203197",0.157250811725946,9.60032882860208,1.18707438889366,0.256387344729954,0.633510002909468,-5.50899615365213
"201429_s_at","201429_s_at","RPL37A","ribosomal protein L37a","6168",0.0887081195478316,17.828249451247,1.1868864733834,0.256458922565091,0.633571235641966,-5.50920321211809
"220149_at","220149_at","MAB21L4","mab-21 like 4","79919",0.210093022226499,9.77695276159389,1.18683410125828,0.25647887409969,0.633571235641966,-5.50926091474187
"212955_s_at","212955_s_at","POLR2I","RNA polymerase II subunit I","5438",0.131476559919379,14.2808143817292,1.18673326120537,0.256517293231082,0.633583696942345,-5.50937201270838
"212983_at","212983_at","HRAS","HRas proto-oncogene, GTPase","3265",0.135379570417825,12.8943020946651,1.18660951217454,0.256564446577785,0.633617725228655,-5.50950833978755
"207326_at","207326_at","BTC","betacellulin","685",0.611975877937205,6.41329268861528,1.18645694022849,0.256622591874166,0.633678887114876,-5.50967640380648
"221263_s_at","221263_s_at","SF3B5","splicing factor 3b subunit 5","83443",0.0965225331636361,13.2683559669562,1.18600610891328,0.256794463838698,0.634020822150324,-5.51017291172929
"205333_s_at","205333_s_at","RCE1","Ras converting CAAX endopeptidase 1","9986",-0.239701664794515,10.2735842382691,-1.18583037434315,0.256861483926925,0.634103824560304,-5.51036641038492
"201992_s_at","201992_s_at","KIF5B","kinesin family member 5B","3799",0.100457270708624,12.4241581791422,1.1854747223117,0.2569971608746,0.634356273832194,-5.51075794352885
"214292_at","214292_at","ITGB4","integrin subunit beta 4","3691",0.583444304503097,7.7895948297969,1.18527185376123,0.257074577678684,0.634464870339593,-5.51098123722852
"221979_at","221979_at","SMIM27","small integral membrane protein 27","100129250",-0.363946598134826,10.5268207377096,-1.18516318456314,0.257116054446961,0.634484749463291,-5.51110083490334
"218100_s_at","218100_s_at","IFT57","intraflagellar transport 57","55081",-0.192391725186599,10.0066314756779,-1.18504566126208,0.257160916486095,0.634512976159608,-5.51123016727362
"214790_at","214790_at","SENP6","SUMO specific peptidase 6","26054",0.471453578134288,8.55935384321411,1.18452585320726,0.25735941508027,0.634916272705763,-5.51180208452731
"215203_at","215203_at","GOLGA4","golgin A4","2803",0.117520731729753,10.6056374268906,1.18444249612392,0.257391257624502,0.634916272705763,-5.51189377930479
"204506_at","204506_at","PPP3R1","protein phosphatase 3 regulatory subunit B, alpha","5534",-0.121036282516913,11.2320069672214,-1.18424630318495,0.257466215715107,0.635018661703988,-5.51210957591487
"214201_x_at","214201_x_at","PRRC2A","proline rich coiled-coil 2A","7916",-0.171554782286327,10.6921179123222,-1.18412362816532,0.257513093922036,0.635050866974347,-5.51224449419079
"202256_at","202256_at","CD2BP2","CD2 cytoplasmic tail binding protein 2","10421",-0.263729116287326,10.6916771803263,-1.18401822389416,0.257553377689207,0.635050866974347,-5.5123604091588
"216230_x_at","216230_x_at","SMPD1","sphingomyelin phosphodiesterase 1","6609",0.453131292659876,8.7500814991583,1.18394954322168,0.257579628935023,0.635050866974347,-5.51243593410094
"218816_at","218816_at","LRRC1","leucine rich repeat containing 1","55227",0.485477228151262,6.88136613106734,1.18384781253679,0.257618516427476,0.635064266440619,-5.51254779618782
"209943_at","209943_at","FBXL4","F-box and leucine rich repeat protein 4","26235",-0.154574895470422,10.2859252589625,-1.18361809024671,0.257706346641965,0.635159908363898,-5.51280036843081
"213933_at","213933_at","PTGER3","prostaglandin E receptor 3","5733",0.38618213000383,7.9998865938721,1.18351077305824,0.257747385409819,0.635159908363898,-5.51291834682453
"210543_s_at","210543_s_at","PRKDC","protein kinase, DNA-activated, catalytic subunit","5591",-0.139994903093854,11.4110286667536,-1.1834357924083,0.25777606148938,0.635159908363898,-5.51300077121196
"210114_at","210114_at","INVS","inversin","27130",-0.453191301442816,8.34109917416879,-1.18335373052103,0.257807448598225,0.635159908363898,-5.51309097505796
"211233_x_at","211233_x_at","ESR1","estrogen receptor 1","2099",0.234582744336764,8.6768835623414,1.18330888476089,0.257824602499589,0.635159908363898,-5.51314026818588
"57532_at","57532_at","DVL2","dishevelled segment polarity protein 2","1856",-0.0872962825051786,11.1694032176175,-1.18294747347769,0.257962877833331,0.635362606961149,-5.5135374663645
"222309_at","222309_at","C6orf62","chromosome 6 open reading frame 62","81688",-0.680574130708655,5.77825039234847,-1.1828651313766,0.257994389820499,0.635362606961149,-5.51362794843659
"222121_at","222121_at","ARHGEF26","Rho guanine nucleotide exchange factor 26","26084",-0.509120758749129,6.73432474264686,-1.18283143268189,0.258007287034529,0.635362606961149,-5.51366497698483
"220499_at","220499_at","FNDC8","fibronectin type III domain containing 8","54752",-0.275623542001174,7.75450985359896,-1.18257118952881,0.258106904513887,0.635525483176605,-5.51395090708921
"210520_at","210520_at","FETUB","fetuin B","26998",0.612958563961604,7.05312345501167,1.18196569006753,0.258338796726447,0.635862235626815,-5.51461597735816
"206976_s_at","206976_s_at","HSPH1","heat shock protein family H (Hsp110) member 1","10808",0.170827743911561,12.3214690791607,1.18194799000641,0.258345577866757,0.635862235626815,-5.51463541471581
"218514_at","218514_at","SMG8","SMG8 nonsense mediated mRNA decay factor","55181",0.122230046301134,11.2532393310557,1.18186548898577,0.258377186978761,0.635862235626815,-5.51472601031377
"205232_s_at","205232_s_at","PAFAH2","platelet activating factor acetylhydrolase 2","5051",-0.510846288208443,8.67199320344879,-1.18181795902641,0.258395398778678,0.635862235626815,-5.51477820137874
"218322_s_at","218322_s_at","ACSL5","acyl-CoA synthetase long chain family member 5","51703",-0.135860931291614,10.6529624551054,-1.18175536548932,0.258419383926804,0.635862235626815,-5.514846930702
"216139_s_at","216139_s_at","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3","23162",0.433942966661825,6.92845417816685,1.18145709902041,0.258533700026382,0.635862235626815,-5.51517439510982
"217441_at","217441_at","USP33","ubiquitin specific peptidase 33","23032",-0.438472072226682,8.30220607706669,-1.18137318503654,0.258565868663848,0.635862235626815,-5.51526651172467
"210423_s_at","210423_s_at","SLC11A1","solute carrier family 11 member 1","6556",-0.446618787251451,8.51344821385327,-1.18132260891697,0.258585258644985,0.635862235626815,-5.515322029162
"207104_x_at","207104_x_at","LILRB1","leukocyte immunoglobulin like receptor B1","10859",0.165844422217392,6.63707917048976,1.18125061332658,0.258612862412363,0.635862235626815,-5.51540105549415
"202121_s_at","202121_s_at","CHMP2A","charged multivesicular body protein 2A","27243",-0.142710134077447,13.0557198225249,-1.18119478920965,0.25863426746062,0.635862235626815,-5.51546232847956
"220227_at","220227_at","CDH4","cadherin 4","1002",-0.212764407084061,9.48724209522355,-1.18118003461981,0.25863992514997,0.635862235626815,-5.51547852284619
"211616_s_at","211616_s_at","HTR2A","5-hydroxytryptamine receptor 2A","3356",-0.38611351108581,8.17920177720052,-1.18116521999031,0.258645605958189,0.635862235626815,-5.51549478294885
"213847_at","213847_at","PRPH","peripherin","5630",-0.313925376852132,7.78286178503542,-1.18095759674027,0.258725231207721,0.63594653661487,-5.5157226470134
"221493_at","221493_at","TSPYL1","TSPY like 1","7259",-0.0936131611676974,15.058803746976,-1.18082250369803,0.258777050715872,0.63594653661487,-5.51587089286505
"219148_at","219148_at","PBK","PDZ binding kinase","55872",-0.210732616335692,8.03603201244775,-1.18077669448327,0.258794624216046,0.63594653661487,-5.51592115904323
"206155_at","206155_at","ABCC2","ATP binding cassette subfamily C member 2","1244",0.666618263320862,8.23732635171434,1.18072646929429,0.258813892851164,0.63594653661487,-5.515976269055
"210575_at","210575_at","NUDC","nuclear distribution C, dynein complex regulator","10726",0.455362677248338,6.39956546034156,1.18054851947099,0.258882171330031,0.636004461497639,-5.51617151094034
"200835_s_at","200835_s_at","MAP4","microtubule associated protein 4","4134",-0.189701384444,13.3814333720341,-1.18030455165736,0.258975803269049,0.636004461497639,-5.51643914785996
"220438_at","220438_at","QPCTL","glutaminyl-peptide cyclotransferase like","54814",0.253152814307215,7.61075683435801,1.1802858931748,0.258982965251995,0.636004461497639,-5.51645961472118
"206150_at","206150_at","CD27","CD27 molecule","939",0.202687600849977,9.81360414060503,1.18019247307949,0.259018826484358,0.636004461497639,-5.516562085201
"206201_s_at","206201_s_at","MEOX2","mesenchyme homeobox 2","4223",-0.244251884764886,10.0753819828511,-1.17997571480025,0.259102048441209,0.636004461497639,-5.51679981772382
"206965_at","206965_at","KLF12","Kruppel like factor 12","11278",-0.245473383659055,8.65606803372548,-1.17982279974057,0.259160770954173,0.636004461497639,-5.51696750837612
"214552_s_at","214552_s_at","RABEP1","rabaptin, RAB GTPase binding effector protein 1","9135",-0.095807196560548,11.7135852033859,-1.17979264590693,0.259172351860157,0.636004461497639,-5.51700057381038
"220802_at","220802_at","KCNH4","potassium voltage-gated channel subfamily H member 4","23415",0.399912075133246,7.78124834406839,1.17972317379075,0.259199034903327,0.636004461497639,-5.51707675146272
"201843_s_at","201843_s_at","EFEMP1","EGF containing fibulin extracellular matrix protein 1","2202",-0.413287527023112,8.38996562314639,-1.17969398333223,0.259210247090422,0.636004461497639,-5.51710875835247
"205961_s_at","205961_s_at","PSIP1","PC4 and SFRS1 interacting protein 1","11168",0.13274784589264,10.9449166955985,1.17956820250002,0.259258564373226,0.636004461497639,-5.5172466678718
"200723_s_at","200723_s_at","CAPRIN1","cell cycle associated protein 1","4076",-0.10341127698582,13.2144684170539,-1.17951042315727,0.259280761991476,0.636004461497639,-5.51731001477633
"218798_at","218798_at","KRI1","KRI1 homolog","65095",-0.471582028084406,9.24326189189184,-1.17947456512984,0.259294538637777,0.636004461497639,-5.51734932680276
"210563_x_at","210563_x_at","CFLAR","CASP8 and FADD like apoptosis regulator","8837",-0.124843607875638,12.3009304123479,-1.17945079853397,0.25930367007109,0.636004461497639,-5.51737538217322
"216385_at","216385_at","LOC220077","dedicator of cytokinesis 1 pseudogene","220077",0.172437652766721,8.18686787822472,1.17937752788141,0.259331823170144,0.636004461497639,-5.51745570630958
"209798_at","209798_at","NPAT","nuclear protein, coactivator of histone transcription","4863",-0.149108464809173,10.1089841611551,-1.17931744672464,0.259354910178507,0.636004461497639,-5.51752156827483
"209772_s_at","209772_s_at","CD24","CD24 molecule","100133941",0.361198532167504,7.2340952710234,1.1791837049725,0.259406307995401,0.636004461497639,-5.51766816859169
"213581_at","213581_at","PDCD2","programmed cell death 2","5134",-0.143709678452666,9.86467137357804,-1.17915037830697,0.259419116875154,0.636004461497639,-5.51770469737403
"221915_s_at","221915_s_at","RANBP1","RAN binding protein 1","5902",0.330253084228726,8.72409240658129,1.1790084992117,0.259473652631706,0.636004461497639,-5.51786019937277
"213018_at","213018_at","GATAD1","GATA zinc finger domain containing 1","57798",-0.263003540445997,9.86340893414026,-1.17898985676639,0.25948081911009,0.636004461497639,-5.51788063071192
"209930_s_at","209930_s_at","NFE2","nuclear factor, erythroid 2","4778",-0.495040891443618,6.8200740869263,-1.17892042971784,0.259507509416388,0.636004461497639,-5.51795671757926
"203820_s_at","203820_s_at","IGF2BP3","insulin like growth factor 2 mRNA binding protein 3","10643",0.231699717994934,8.40196886046636,1.1787225833904,0.25958358046776,0.636060767978735,-5.5181735227692
"215486_at","215486_at","PRPS1L1","phosphoribosyl pyrophosphate synthetase 1 like 1","221823",-0.518284823994265,7.57040404577,-1.17861542297138,0.259624790389538,0.636060767978735,-5.51829093983049
"212944_at","212944_at","SLC5A3","solute carrier family 5 member 3","6526",-0.167869909817728,9.80354043361183,-1.1785703878249,0.259642110747677,0.636060767978735,-5.51834028288
"204139_x_at","204139_x_at","MZF1","myeloid zinc finger 1","7593",-0.230963582601913,9.62587758928182,-1.1784866326363,0.259674325075961,0.636060767978735,-5.51843204578912
"200944_s_at","200944_s_at","HMGN1","high mobility group nucleosome binding domain 1","3150",-0.147630592414165,11.9001766138249,-1.17839034569883,0.259711363249668,0.636060767978735,-5.518537532154
"207712_at","207712_at","BAGE","B melanoma antigen","574",0.685456653693446,7.6401658309527,1.1783379633247,0.259731514610785,0.636060767978735,-5.51859491634283
"209985_s_at","209985_s_at","ASCL1","achaete-scute family bHLH transcription factor 1","429",0.264808977351649,8.45633344430615,1.17812521359016,0.259813371313284,0.636179161745309,-5.51882795987971
"215705_at","215705_at","PPP5C","protein phosphatase 5 catalytic subunit","5536",0.358882081477827,9.90757865714532,1.17761324348496,0.26001043664477,0.636579588504555,-5.51938862806348
"200685_at","200685_at","SRSF11","serine and arginine rich splicing factor 11","9295",-0.18196279192528,10.1960301349186,-1.17742046720335,0.260084669234592,0.636679221244293,-5.51959969056461
"205492_s_at","205492_s_at","DPYSL4","dihydropyrimidinase like 4","10570",0.345576144207469,8.37689079236524,1.17714082037042,0.260192382320163,0.636860776942493,-5.51990581483223
"216793_x_at","216793_x_at","LOC100289518","immunoglobin superfamily member 21 pseudogene","100289518",-0.463962554987475,7.29384810722461,-1.17700392858445,0.260245122253656,0.636907747951967,-5.52005564657684
"207876_s_at","207876_s_at","FLNC","filamin C","2318",0.151323832110535,16.0589477891309,1.1768602477431,0.260300486684996,0.636961129057483,-5.52021289414485
"205535_s_at","205535_s_at","PCDH7","protocadherin 7","5099",-0.614333088470743,5.8514945126085,-1.17677047080364,0.26033508499175,0.636963687779788,-5.52031114027234
"222015_at","222015_at","CSNK1E","casein kinase 1 epsilon","1454",0.280569068776707,8.15187252379712,1.17666798006067,0.260374587303261,0.63697824295942,-5.5204232922477
"202145_at","202145_at","LY6E","lymphocyte antigen 6 family member E","4061",-0.415059241829348,8.07618989828165,-1.17658020647212,0.260408420967909,0.636978928444116,-5.52051933355733
"202536_at","202536_at","CHMP2B","charged multivesicular body protein 2B","25978",0.109013628831104,11.8827975153839,1.17648186317227,0.260446332928644,0.636989588291341,-5.52062693337548
"205995_x_at","205995_x_at","IQCB1","IQ motif containing B1","9657",-0.172725189978548,10.8492104789514,-1.17631199025193,0.260511830065695,0.637053801505513,-5.52081277857064
"218895_at","218895_at","GPATCH3","G-patch domain containing 3","63906",-0.185569828050916,10.5929617634843,-1.17618443605283,0.260561018939005,0.637053801505513,-5.5209523119301
"219645_at","219645_at","CASQ1","calsequestrin 1","844",0.0907217412892827,17.1420000216541,1.17615269590587,0.260573260044791,0.637053801505513,-5.52098703105034
"215444_s_at","215444_s_at","TRIM31","tripartite motif containing 31","11074",0.297701579413868,7.1266418658057,1.1758052577286,0.260707284335645,0.637254631711756,-5.52136702907565
"220456_at","220456_at","SPTLC3","serine palmitoyltransferase long chain base subunit 3","55304",0.386871060948714,6.82858380946348,1.17564914236567,0.260767523201,0.637254631711756,-5.52153774541447
"201587_s_at","201587_s_at","IRAK1","interleukin 1 receptor associated kinase 1","3654",-0.175210661968164,13.1878176544932,-1.17540057236369,0.260863458940408,0.637254631711756,-5.52180952597262
"220299_at","220299_at","SPATA6","spermatogenesis associated 6","54558",-0.457664720942001,7.40898306045127,-1.17523756180985,0.260926387777213,0.637254631711756,-5.52198773290121
"205462_s_at","205462_s_at","HPCAL1","hippocalcin like 1","3241",-0.57171196904831,8.05745334477455,-1.17515675015349,0.260957588781126,0.637254631711756,-5.5220760707543
"207327_at","207327_at","EYA4","EYA transcriptional coactivator and phosphatase 4","2070",-0.176608973465743,11.1028457711994,-1.17509228062644,0.260982482233828,0.637254631711756,-5.5221465410096
"215844_at","215844_at","TNPO2","transportin 2","30000",0.499615518960276,8.29354491536149,1.17500958567567,0.261014415710593,0.637254631711756,-5.52223692855691
"202939_at","202939_at","ZMPSTE24","zinc metallopeptidase STE24","10269",0.083680562816923,11.8612968929354,1.17499185213214,0.261021264087992,0.637254631711756,-5.52225631107908
"206425_s_at","206425_s_at","TRPC3","transient receptor potential cation channel subfamily C member 3","7222",0.259092731075315,9.15071888017518,1.17488912948517,0.261060936470593,0.637254631711756,-5.52236858093342
"210597_x_at","210597_x_at","PRB1","proline rich protein BstNI subfamily 1","5542",0.243550844046725,10.740876015598,1.17488464322669,0.261062669209007,0.637254631711756,-5.522373483973
"206855_s_at","206855_s_at","HYAL2","hyaluronidase 2","8692",-0.163315077145388,11.0323217066196,-1.17480481237395,0.261093503958433,0.637254631711756,-5.52246072874469
"205628_at","205628_at","PRIM2","DNA primase subunit 2","5558",0.312370749595356,8.00230338170446,1.17476352230993,0.261109453393141,0.637254631711756,-5.52250585157055
"202329_at","202329_at","CSK","C-terminal Src kinase","1445",-0.288673372277625,10.4415701461215,-1.17476278350416,0.26110973878426,0.637254631711756,-5.52250665894462
"217742_s_at","217742_s_at","WAC","WW domain containing adaptor with coiled-coil","51322",-0.0914929418150301,12.3758644704217,-1.17472235244555,0.261125357147374,0.637254631711756,-5.5225508417761
"212761_at","212761_at","TCF7L2","transcription factor 7 like 2","6934",-0.136709470845496,11.7089404836977,-1.1745603352223,0.261187951026543,0.637325457877622,-5.52272788107403
"202847_at","202847_at","PCK2","phosphoenolpyruvate carboxykinase 2, mitochondrial","5106",0.386524171309802,9.37690047992671,1.17441941501491,0.261242403697377,0.637376403006169,-5.52288185137657
"200816_s_at","200816_s_at","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1","5048",-0.100740944940441,13.8275031726945,-1.17394654980636,0.261425186644979,0.637629740714776,-5.52339839885378
"212231_at","212231_at","FBXO21","F-box protein 21","23014",-0.0980993123888805,12.4716405658805,-1.17391830550799,0.261436107421083,0.637629740714776,-5.52342924703153
"217727_x_at","217727_x_at","VPS35","VPS35 retromer complex component","55737",0.129962466101192,12.7851620718396,1.17389012772535,0.261447002829952,0.637629740714776,-5.52346002196955
"212866_at","212866_at","R3HCC1","R3H domain and coiled-coil containing 1","203069",0.13398263900176,12.0112885936539,1.17361011848374,0.261555292138027,0.637779416583701,-5.52376580762908
"219470_x_at","219470_x_at","CCNJ","cyclin J","54619",0.234628502664593,9.52917815724479,1.17355770628305,0.26157556560897,0.637779416583701,-5.52382303817978
"220010_at","220010_at","KCNE5","potassium voltage-gated channel subfamily E regulatory subunit 5","23630",-0.43545197603373,7.35157452014144,-1.17324492955108,0.261696575473419,0.637992524564965,-5.52416452652273
"219588_s_at","219588_s_at","NCAPG2","non-SMC condensin II complex subunit G2","54892",-0.340308816568447,8.62981786259967,-1.17287645006017,0.261839191614886,0.638258245199923,-5.52456673742763
"201230_s_at","201230_s_at","ARIH2","ariadne RBR E3 ubiquitin protein ligase 2","10425",-0.108969507292487,12.750529453887,-1.17267146523865,0.261918554841205,0.63836973232834,-5.52479044322366
"206891_at","206891_at","ACTN3","actinin alpha 3","89",0.536666798694554,15.1477229317377,1.17252293985904,0.261976070481217,0.638427948910838,-5.5249525136585
"211956_s_at","211956_s_at","EIF1","eukaryotic translation initiation factor 1","10209",0.0838827409079634,17.3934284976947,1.17227336287104,0.262072739775337,0.638469987946771,-5.52522481428135
"207215_at","207215_at","GSTT4","glutathione S-transferase theta 4","25774",0.131899460000832,7.46012629618882,1.17223034282037,0.262089405625592,0.638469987946771,-5.52527174655757
"207202_s_at","207202_s_at","NR1I2","nuclear receptor subfamily 1 group I member 2","8856",-0.425484406562324,8.31647060244002,-1.17221792339724,0.262094217028508,0.638469987946771,-5.52528529514136
"59697_at","59697_at","RAB15","RAB15, member RAS oncogene family","376267",-0.180113688680091,10.7956613379514,-1.17211138563421,0.262135493576539,0.63848860791083,-5.52540151448151
"204893_s_at","204893_s_at","ZFYVE9","zinc finger FYVE-type containing 9","9372",0.192734003719574,11.4132876648327,1.17200490715302,0.262176752173384,0.638507179379028,-5.52551766070102
"201552_at","201552_at","LAMP1","lysosomal associated membrane protein 1","3916",-0.145016966741549,12.1582778481288,-1.17160635980139,0.262331227002511,0.638741190247985,-5.52595231924376
"211883_x_at","211883_x_at","CEACAM1","CEA cell adhesion molecule 1","634",0.209484713695637,10.4232585651515,1.1715300344259,0.262360818329282,0.638741190247985,-5.52603554672622
"212677_s_at","212677_s_at","CEP68","centrosomal protein 68","23177",-0.0882419690354652,13.1754546949533,-1.17147037781173,0.262383948976669,0.638741190247985,-5.52610059506684
"202689_at","202689_at","RBM15B","RNA binding motif protein 15B","29890",-0.153453259493698,11.052789192545,-1.17140983641348,0.262407424291194,0.638741190247985,-5.52616660544525
"51192_at","51192_at","SSH3","slingshot protein phosphatase 3","54961",-0.285672861460172,9.49312877803394,-1.17117177125678,0.262499751307476,0.638884010105272,-5.52642614961174
"218170_at","218170_at","ISOC1","isochorismatase domain containing 1","51015",0.0943345530589195,12.1500048439121,1.17096124635132,0.262581418492436,0.638956082441656,-5.52665563354827
