"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"8398_at","8398_at","8398","PLA2G6","phospholipase A2 group VI",0.0425757530000004,5.24136209825,0.802755285658073,0.429817452347731,0.774480677022043,-5.79851456619041
"81605_at","81605_at","81605","URM1","ubiquitin related modifier 1",-0.0384637320499994,6.170176037725,-0.802683262572554,0.429858307893635,0.774480677022043,-5.7985703121405
"80739_at","80739_at","80739","MPIG6B","megakaryocyte and platelet inhibitory receptor G6b",0.0749380408000007,3.94849308355,0.802642303210633,0.429881543416426,0.774480677022043,-5.79860201262183
"26297_at","26297_at","26297","SERGEF","secretion regulating guanine nucleotide exchange factor",-0.0413650305500006,5.749148043175,-0.802496660802573,0.429964170057463,0.774528714511948,-5.79871472010396
"890_at","890_at","890","CCNA2","cyclin A2",-0.0432711883999994,4.1262918032,-0.802270618861003,0.430092428794464,0.774658929530894,-5.79888960759294
"80028_at","80028_at","80028","FBXL18","F-box and leucine rich repeat protein 18",-0.045383106800001,5.6599687124,-0.80195794451322,0.430269882616326,0.774838870842506,-5.7991314452708
"673_at","673_at","673","BRAF","B-Raf proto-oncogene, serine/threonine kinase",0.0309219091000026,7.41995826655,0.801877073400882,0.430315787197598,0.774838870842506,-5.79919398043325
"112476_at","112476_at","112476","PRRT2","proline rich transmembrane protein 2",0.0521321265000001,5.44351104175,0.801681508597586,0.430426807427841,0.774838870842506,-5.79934518005613
"55230_at","55230_at","55230","USP40","ubiquitin specific peptidase 40",-0.045054709399996,6.6925389643,-0.801604318779178,0.430470632193697,0.774838870842506,-5.79940484924152
"56241_at","56241_at","56241","SUSD2","sushi domain containing 2",-0.0760923960999991,4.5760585364,-0.801559074168244,0.430496321244488,0.774838870842506,-5.79943982165112
"800_at","800_at","800","CALD1","caldesmon 1",0.0869397363999971,7.73417457615,0.801502850297436,0.430528245431999,0.774838870842506,-5.79948327801875
"3817_at","3817_at","3817","KLK2","kallikrein related peptidase 2",-0.0410483582999985,4.50521183725,-0.801269319980641,0.430660860698472,0.774976766619015,-5.79966374661563
"3755_at","3755_at","3755","KCNG1","potassium voltage-gated channel modifier subfamily G member 1",-0.0546398118000018,4.11646815255,-0.800610041222634,0.43103538229366,0.775525311231885,-5.80017295834836
"65109_at","65109_at","65109","UPF3B","UPF3B regulator of nonsense mediated mRNA decay",0.0478334697499996,5.523120423225,0.800535462365727,0.431077761510613,0.775525311231885,-5.80023053636004
"153527_at","153527_at","153527","ZMAT2","zinc finger matrin-type 2",0.0433628998499982,6.698651101025,0.799983541383483,0.431391468758136,0.775888090733853,-5.80065648471717
"26257_at","26257_at","26257","NKX2-8","NK2 homeobox 8",-0.0491561401999996,3.8488646331,-0.799983423113442,0.431391535996893,0.775888090733853,-5.80065657596299
"65244_at","65244_at","65244","SPATS2","spermatogenesis associated serine rich 2",-0.0377502301499986,6.709065599275,-0.799645622189174,0.431583608545615,0.77603772908931,-5.80091713863473
"8683_at","8683_at","8683","SRSF9","serine and arginine rich splicing factor 9",0.0386330250999993,6.110881786,0.799519859983733,0.431655129987553,0.77603772908931,-5.80101411867054
"10979_at","10979_at","10979","FERMT2","fermitin family member 2",0.0416130207999963,7.8997941666,0.799506023656155,0.431662999204824,0.77603772908931,-5.80102478750892
"100286979_at","100286979_at","100286979","ANAPC1P1","anaphase promoting complex subunit 1 pseudogene 1",-0.12545613215,5.285671400325,-0.799329080269949,0.431763641058909,0.77603772908931,-5.80116120861746
"1959_at","1959_at","1959","EGR2","early growth response 2",0.0395568885000031,3.9119115112,0.799305737386438,0.431776919101631,0.77603772908931,-5.80117920355032
"509_at","509_at","509","ATP5F1C","ATP synthase F1 subunit gamma",-0.0399958844999997,10.57105974375,-0.799149807742348,0.431865622407723,0.77603772908931,-5.8012993963086
"4635_at","4635_at","4635","MYL4","myosin light chain 4",-0.0435142800499992,4.151695921225,-0.799146965938128,0.431867239121811,0.77603772908931,-5.80130158660517
"65094_at","65094_at","65094","JMJD4","jumonji domain containing 4",-0.0444489391999969,5.2736798688,-0.799015844143665,0.431941838899204,0.77607101783266,-5.80140263959951
"269_at","269_at","269","AMHR2","anti-Mullerian hormone receptor type 2",0.0446531203499987,4.401596631025,0.798540722834502,0.432212218448288,0.77645601029651,-5.80176867475141
"79684_at","79684_at","79684","MSANTD2","Myb/SANT DNA binding domain containing 2",-0.0546730923000016,6.0882158097,-0.798234994778927,0.43238625560503,0.776523871314616,-5.80200409972625
"1738_at","1738_at","1738","DLD","dihydrolipoamide dehydrogenase",-0.0492247984999992,9.5516878358,-0.798229805934913,0.432389209751162,0.776523871314616,-5.80200809464335
"26855_at","26855_at","26855","RNU2-2P","RNA, U2 small nuclear 2, pseudogene",-0.0590787695000028,11.46607276225,-0.798178685279388,0.432418314755907,0.776523871314616,-5.80204745137852
"9278_at","9278_at","9278","ZBTB22","zinc finger and BTB domain containing 22",0.0594961998500017,5.248200194075,0.798048791909283,0.43249227359233,0.77655533156646,-5.8021474428596
"8284_at","8284_at","8284","KDM5D","lysine demethylase 5D",-0.0327882918500011,7.462892574925,-0.797950836287266,0.432548052821231,0.77655533156646,-5.80222283857655
"5308_at","5308_at","5308","PITX2","paired like homeodomain 2",0.0370653396000007,4.85516843695,0.79765776913084,0.432714961537203,0.776666131143472,-5.80244835786133
"51104_at","51104_at","51104","ABHD17B","abhydrolase domain containing 17B, depalmitoylase",0.0422059297999988,5.8481193802,0.797645404890659,0.432722004136367,0.776666131143472,-5.80245787059274
"3836_at","3836_at","3836","KPNA1","karyopherin subunit alpha 1",-0.048509548100002,8.3405216236,-0.79750854983678,0.43279996068364,0.776705323633504,-5.80256315405776
"2828_at","2828_at","2828","GPR4","G protein-coupled receptor 4",-0.0526342841499998,5.029782746925,-0.797023096274293,0.433076558509544,0.777100942534953,-5.80293647859429
"51172_at","51172_at","51172","NAGPA","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase",0.0558471328000021,5.1518645884,0.796637682297963,0.433296233916051,0.777214742677225,-5.80323271716112
"10612_at","10612_at","10612","TRIM3","tripartite motif containing 3",0.0438981746499971,4.661651923675,0.79660132204777,0.43331696179533,0.777214742677225,-5.80326065752936
"400986_at","400986_at","400986","ANKRD36C","ankyrin repeat domain 36C",0.0613939712000002,6.0944705886,0.796458734883891,0.433398252303919,0.777214742677225,-5.80337021436763
"9093_at","9093_at","9093","DNAJA3","DnaJ heat shock protein family (Hsp40) member A3",-0.0353582607500034,7.801162261175,-0.796386511696406,0.433439431110198,0.777214742677225,-5.8034256999618
"221786_at","221786_at","221786","FAM200A","family with sequence similarity 200 member A",-0.0639482358499999,4.922921705125,-0.796199284419121,0.433546191890725,0.777214742677225,-5.80356951546409
"29071_at","29071_at","29071","C1GALT1C1","C1GALT1 specific chaperone 1",0.0520009835999993,4.07947019745,0.796199111562496,0.43354629046453,0.777214742677225,-5.80356964822621
"283537_at","283537_at","283537","SLC46A3","solute carrier family 46 member 3",-0.0683260629500007,6.093069255525,-0.796144548587244,0.433577406419625,0.777214742677225,-5.80361155382755
"2642_at","2642_at","2642","GCGR","glucagon receptor",-0.0475029801500009,4.035767485525,-0.796059244027183,0.433626056310603,0.777214742677225,-5.80367706421166
"51540_at","51540_at","51540","SCLY","selenocysteine lyase",0.060247147950002,6.037327436375,0.795864886278198,0.433736912648702,0.777214742677225,-5.80382629811454
"5301_at","5301_at","5301","PIN1P1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1",-0.0405563817500019,5.758855932425,-0.79581030555596,0.433768047127207,0.777214742677225,-5.80386820067683
"51388_at","51388_at","51388","NIP7","nucleolar pre-rRNA processing protein NIP7",-0.0423475832499989,6.478787653425,-0.795661488164295,0.433852943994566,0.777214742677225,-5.80398243652662
"91782_at","91782_at","91782","CHMP7","charged multivesicular body protein 7",-0.0287964460999985,6.0539547426,-0.795406359433201,0.433998512744396,0.777214742677225,-5.80417823245869
"23471_at","23471_at","23471","TRAM1","translocation associated membrane protein 1",0.0464597452000035,7.15692484445,0.79534361484019,0.434034317506882,0.777214742677225,-5.80422637604088
"29080_at","29080_at","29080","CCDC59","coiled-coil domain containing 59",-0.0578001365500009,6.426969168025,-0.795286044148314,0.434067171413748,0.777214742677225,-5.80427054655209
"51379_at","51379_at","51379","CRLF3","cytokine receptor like factor 3",0.0712725775499994,4.940236526275,0.795273706921629,0.434074212106077,0.777214742677225,-5.80428001176614
"22874_at","22874_at","22874","PLEKHA6","pleckstrin homology domain containing A6",0.0369694339999969,5.3043041263,0.795265473630435,0.434078910775616,0.777214742677225,-5.80428632833231
"219931_at","219931_at","219931","TPCN2","two pore segment channel 2",0.0505921232000004,5.5279377249,0.795212680305559,0.434109040220679,0.777214742677225,-5.80432682980387
"5866_at","5866_at","5866","RAB3IL1","RAB3A interacting protein like 1",0.0460572316500016,4.858067658275,0.795139498709703,0.434150807488268,0.777214742677225,-5.80438296833906
"158160_at","158160_at","158160","HSD17B7P2","hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2",-0.084930437200001,3.8720551898,-0.794679309128896,0.434413510103391,0.777584451607726,-5.8047358734713
"2098_at","2098_at","2098","ESD","esterase D",-0.0468531062500039,7.575701845075,-0.79427254293762,0.434645796757696,0.777773517192717,-5.80504764870397
"146336_at","146336_at","146336","SSTR5-AS1","SSTR5 antisense RNA 1",-0.0479233615499988,4.209652085475,-0.794233640133151,0.434668016464422,0.777773517192717,-5.80507745872281
"54344_at","54344_at","54344","DPM3","dolichyl-phosphate mannosyltransferase subunit 3, regulatory",0.0451383605000002,6.9070913955,0.794199129721113,0.434687727997519,0.777773517192717,-5.80510390182893
"55582_at","55582_at","55582","KIF27","kinesin family member 27",0.0737066931499992,5.543532269675,0.793675272863789,0.434987009987563,0.778091606115652,-5.80550516591001
"114991_at","114991_at","114991","ZNF618","zinc finger protein 618",0.0496287334999987,4.46444227675,0.79366859726933,0.434990824602359,0.778091606115652,-5.80551027766571
"153364_at","153364_at","153364","MBLAC2","metallo-beta-lactamase domain containing 2",-0.0915894422999992,4.2388204532,-0.793433887223647,0.435124957291207,0.778091606115652,-5.80568997814669
"10748_at","10748_at","10748","KLRA1P","killer cell lectin like receptor A1, pseudogene",-0.0633773559999997,3.5982053355,-0.793321055392547,0.435189447732793,0.778091606115652,-5.80577634738209
"1359_at","1359_at","1359","CPA3","carboxypeptidase A3",0.100644730700001,4.6567431609,0.79327118040423,0.435217956271952,0.778091606115652,-5.8058145214152
"3977_at","3977_at","3977","LIFR","LIF receptor subunit alpha",0.0508534215500003,8.492573396925,0.793245811953478,0.435232457315422,0.778091606115652,-5.80583393741093
"9772_at","9772_at","9772","TMEM94","transmembrane protein 94",0.050271571599998,8.09249804115,0.793039768462785,0.435350246293241,0.778091606115652,-5.8059916130464
"51490_at","51490_at","51490","SPOUT1","SPOUT domain containing methyltransferase 1",-0.0407466426499985,6.171411621275,-0.793025940478631,0.435358152042771,0.778091606115652,-5.80600219357873
"6249_at","6249_at","6249","CLIP1","CAP-Gly domain containing linker protein 1",-0.0421270568999965,10.07563651645,-0.793002614355784,0.435371488277429,0.778091606115652,-5.8060200412502
"6535_at","6535_at","6535","SLC6A8","solute carrier family 6 member 8",0.0657598896000042,7.6890760254,0.79279922678106,0.435487781578989,0.778092693299142,-5.8061756394579
"7639_at","7639_at","7639","ZNF85","zinc finger protein 85",0.0354989496500018,4.431199857475,0.792758889409001,0.435510848013195,0.778092693299142,-5.80620649438445
"81614_at","81614_at","81614","NIPA2","NIPA magnesium transporter 2",-0.0584324505999998,6.42372216505,-0.79269488894145,0.435547447435875,0.778092693299142,-5.80625544667064
"23033_at","23033_at","23033","DOP1A","DOP1 leucine zipper like protein A",-0.0488853033500005,6.546728724125,-0.792565001730599,0.435621730762605,0.778092693299142,-5.80635478249272
"645682_at","645682_at","645682","POU5F1P4","POU class 5 homeobox 1 pseudogene 4",-0.0685080979500006,4.696747089075,-0.792488537325024,0.435665464874279,0.778092693299142,-5.80641325412796
"57563_at","57563_at","57563","KLHL8","kelch like family member 8",-0.0502088527000009,6.3060943794,-0.792411691203553,0.43570942001939,0.778092693299142,-5.80647201227149
"151313_at","151313_at","151313","FAHD2B","fumarylacetoacetate hydrolase domain containing 2B",0.0769425328999995,4.1137658237,0.792157209935199,0.43585499992593,0.778252251190152,-5.8066665553944
"26070_at","26070_at","26070","MYRF-AS1","MYRF antisense RNA 1",0.0546139609999994,4.18147274655,0.79121488734319,0.436394329311787,0.778913090898562,-5.80738641643585
"51281_at","51281_at","51281","ANKMY1","ankyrin repeat and MYND domain containing 1",-0.0412788173000029,4.84621228885,-0.791167441789013,0.436421495120181,0.778913090898562,-5.80742263966845
"57705_at","57705_at","57705","WDFY4","WDFY family member 4",0.0404921395000022,4.3756079953,0.791048490006156,0.436489607660208,0.778913090898562,-5.80751344667245
"118429_at","118429_at","118429","ANTXR2","ANTXR cell adhesion molecule 2",-0.0692387188499977,7.074087584375,-0.791020051258608,0.436505892829639,0.778913090898562,-5.80753515470724
"118491_at","118491_at","118491","CFAP70","cilia and flagella associated protein 70",-0.0509433839500009,3.751940795825,-0.791018994376782,0.436506498049801,0.778913090898562,-5.80753596143834
"643246_at","643246_at","643246","MAP1LC3B2","microtubule associated protein 1 light chain 3 beta 2",0.040343453400002,9.4970168393,0.790714000213042,0.436681173484052,0.778928560308218,-5.80776872460265
"388324_at","388324_at","388324","INCA1","inhibitor of CDK, cyclin A1 interacting protein 1",0.0442116605499985,5.435328403525,0.790690881438412,0.436694415749682,0.778928560308218,-5.80778636474686
"284443_at","284443_at","284443","ZNF493","zinc finger protein 493",-0.0681641029,5.81915632055,-0.790683306625519,0.43669875460074,0.778928560308218,-5.80779214439287
"25792_at","25792_at","25792","CIZ1","CDKN1A interacting zinc finger protein 1",0.0393897663499985,7.811194495525,0.790588243553247,0.436753208948727,0.778928560308218,-5.80786467385476
"100033436_at","100033436_at","100033436","SNORD116-25","small nucleolar RNA, C/D box 116-25",-0.0838324636499994,4.657626966825,-0.790512548165463,0.436796572005208,0.778928560308218,-5.80792242060772
"29901_at","29901_at","29901","SAC3D1","SAC3 domain containing 1",-0.0464067372000008,4.96122624175,-0.790350866559501,0.436889202169786,0.778993372588229,-5.80804574726301
"27164_at","27164_at","27164","SALL3","spalt like transcription factor 3",-0.0502014857000002,3.9919579449,-0.790076745220937,0.437046278436534,0.779173063707539,-5.80825478547141
"10787_at","10787_at","10787","NCKAP1","NCK associated protein 1",-0.0545380545500009,9.171626471425,-0.789789364204048,0.437210989804558,0.779366318765467,-5.80847386137382
"9527_at","9527_at","9527","GOSR1","golgi SNAP receptor complex member 1",-0.0479881583499981,7.690759410025,-0.78948803529151,0.437383736112266,0.779573845176273,-5.80870348886826
"22870_at","22870_at","22870","PPP6R1","protein phosphatase 6 regulatory subunit 1",0.0571421645999992,7.02398827945,0.789205220926092,0.437545906321182,0.779719293207626,-5.80891893178833
"196513_at","196513_at","196513","DCP1B","decapping mRNA 1B",-0.0385881749000028,6.88977680935,-0.789083632088256,0.437615638568872,0.779719293207626,-5.80901153349269
"84069_at","84069_at","84069","PLEKHN1","pleckstrin homology domain containing N1",-0.0456934605000017,4.73795978775,-0.789050999592695,0.437634354742546,0.779719293207626,-5.8090363840037
"157922_at","157922_at","157922","CAMSAP1","calmodulin regulated spectrin associated protein 1",0.0426093568500026,7.611985031075,0.78860238931326,0.437891702080472,0.780077378915398,-5.80937791385632
"2589_at","2589_at","2589","GALNT1","polypeptide N-acetylgalactosaminyltransferase 1",-0.0623448733500007,7.085379391275,-0.78850022108667,0.437950324273178,0.78008140127938,-5.80945566942867
"64768_at","64768_at","64768","IPPK","inositol-pentakisphosphate 2-kinase",-0.0395550480500004,5.746545157825,-0.788257461349331,0.438089634437931,0.780108899491724,-5.80964038446632
"146059_at","146059_at","146059","CDAN1","codanin 1",-0.0440608767499997,5.059225172325,-0.788179807155439,0.438134202806312,0.780108899491724,-5.80969945988639
"7107_at","7107_at","7107","GPR137B","G protein-coupled receptor 137B",0.0705223530999994,4.55910925185,0.788161883233949,0.438144490344422,0.780108899491724,-5.80971309472392
"494143_at","494143_at","494143","CHAC2","ChaC glutathione specific gamma-glutamylcyclotransferase 2",-0.0552141562499999,4.605722412775,-0.788046447581071,0.438210748837489,0.780108899491724,-5.80980090029194
"10483_at","10483_at","10483","SEC23B","SEC23 homolog B, COPII coat complex component",-0.043280221199999,5.36481113765,-0.787982261424282,0.438247593464462,0.780108899491724,-5.80984971790415
"501_at","501_at","501","ALDH7A1","aldehyde dehydrogenase 7 family member A1",0.074637362949999,5.425873287125,0.787733447124045,0.438390437624098,0.780136280763815,-5.81003892120152
"8839_at","8839_at","8839","CCN5","cellular communication network factor 5",0.0497161032999998,6.30173945775,0.787655208417139,0.438435360298711,0.780136280763815,-5.81009840374623
"140609_at","140609_at","140609","NEK7","NIMA related kinase 7",-0.0595079743999953,8.81386610415,-0.78758130752603,0.438477794890678,0.780136280763815,-5.81015458323419
"10536_at","10536_at","10536","P3H3","prolyl 3-hydroxylase 3",0.0472829080000006,4.0593872046,0.787562754584263,0.438488448559373,0.780136280763815,-5.81016868640319
"9793_at","9793_at","9793","CKAP5","cytoskeleton associated protein 5",-0.0329946097499985,8.194073442375,-0.787431392369759,0.438563885295636,0.780170202119742,-5.81026853344221
"162967_at","162967_at","162967","ZNF320","zinc finger protein 320",0.0747770124499958,4.904029668325,0.787290150261907,0.438645004547211,0.780214222199383,-5.81037587246289
"4914_at","4914_at","4914","NTRK1","neurotrophic receptor tyrosine kinase 1",-0.0370737385000002,4.67054408855,-0.787104423908885,0.438751686269114,0.78026131164458,-5.81051699014792
"152503_at","152503_at","152503","SH3D19","SH3 domain containing 19",0.0350631803499999,7.002527190425,0.787047767048485,0.438784233275272,0.78026131164458,-5.81056003259994
"605_at","605_at","605","BCL7A","BAF chromatin remodeling complex subunit BCL7A",-0.0560971114499988,6.168196572375,-0.786938859008248,0.438846800545533,0.780272317516724,-5.81064276223725
"89846_at","89846_at","89846","FGD3","FYVE, RhoGEF and PH domain containing 3",-0.0672656510499978,4.582181113525,-0.786625031779433,0.439027123581809,0.780492664145439,-5.81088109358128
"57655_at","57655_at","57655","GRAMD1A","GRAM domain containing 1A",0.0437541743000036,6.9338083585,0.786381711434752,0.439166964937052,0.780640995983663,-5.81106581748538
"65988_at","65988_at","65988","ZNF747","zinc finger protein 747",-0.0490829148500023,5.377535508175,-0.786193181258681,0.439275335901035,0.780684337610896,-5.81120890852811
"387885_at","387885_at","387885","CFAP73","cilia and flagella associated protein 73",-0.0395789640500004,4.049695265925,-0.786143035595398,0.439304163389715,0.780684337610896,-5.81124696271374
"5627_at","5627_at","5627","PROS1","protein S",0.0722182102999991,6.03157602285,0.785444625121854,0.439705782037255,0.781297730568187,-5.81177672816764
"26086_at","26086_at","26086","GPSM1","G protein signaling modulator 1",0.0578358134500006,4.522569122225,0.785310906839636,0.439782701816167,0.781334094112421,-5.81187810658363
"3937_at","3937_at","3937","LCP2","lymphocyte cytosolic protein 2",0.0777368203499993,5.330112546875,0.785102328055025,0.439902700540549,0.781380450029579,-5.81203620774448
"51350_at","51350_at","51350","KRT76","keratin 76",-0.0544798102500015,3.827755767075,-0.785069289440317,0.439921710016653,0.781380450029579,-5.81206124711262
"9063_at","9063_at","9063","PIAS2","protein inhibitor of activated STAT 2",0.0357192636500017,8.487295151575,0.784880294854057,0.440030461730249,0.781473320973521,-5.81220446347485
"26270_at","26270_at","26270","FBXO6","F-box protein 6",0.0524903832000021,5.4711237149,0.784612422273118,0.440184629666382,0.781601083949673,-5.81240739598396
"64434_at","64434_at","64434","NOM1","nucleolar protein with MIF4G domain 1",-0.0337726195000014,6.1648835887,-0.784559050692785,0.440215350389285,0.781601083949673,-5.81244782089638
"9107_at","9107_at","9107","MTMR6","myotubularin related protein 6",-0.0384692057500029,6.595462212425,-0.784451536708031,0.440277239487439,0.78161069708904,-5.81252924664087
"10767_at","10767_at","10767","HBS1L","HBS1 like translational GTPase",-0.036113655400003,8.9984622949,-0.784139260751866,0.440457027337066,0.781786152489091,-5.81276568888635
"150946_at","150946_at","150946","GAREM2","GRB2 associated regulator of MAPK1 subtype 2",-0.0457802279499981,4.856418552675,-0.784083652677393,0.440489047479041,0.781786152489091,-5.81280778361751
"252995_at","252995_at","252995","FNDC5","fibronectin type III domain containing 5",-0.0585060499999948,9.44374469485,-0.783741412328034,0.440686146912029,0.781957932027573,-5.81306679362676
"2674_at","2674_at","2674","GFRA1","GDNF family receptor alpha 1",0.0547395524000018,5.0100456408,0.78359572035291,0.440770068581239,0.781957932027573,-5.81317702182546
"692157_at","692157_at","692157","SNORA16B","small nucleolar RNA, H/ACA box 16B",-0.089259307499999,4.23738143155,-0.783551011163553,0.440795823973799,0.781957932027573,-5.81321084417817
"3843_at","3843_at","3843","IPO5","importin 5",-0.0269468172000025,9.2240931711,-0.783523219518595,0.440811834225371,0.781957932027573,-5.81323186754208
"2342_at","2342_at","2342","FNTB","farnesyltransferase, CAAX box, beta",-0.0687437724500013,4.859030426225,-0.783413588301029,0.440874994190224,0.781969744917686,-5.81331479265174
"55668_at","55668_at","55668","GPATCH2L","G-patch domain containing 2 like",-0.0349607588499996,8.341366279275,-0.78306422963585,0.441076300985535,0.782226551209611,-5.81357897427953
"57467_at","57467_at","57467","HHATL","hedgehog acyltransferase like",-0.0350025520500026,9.059417835225,-0.782898625512911,0.441171744621616,0.782248585741477,-5.81370416344504
"54617_at","54617_at","54617","INO80","INO80 complex ATPase subunit",-0.0338568134500017,6.833424284875,-0.782784384441468,0.441237593200424,0.782248585741477,-5.81379050984114
"54925_at","54925_at","54925","ZSCAN32","zinc finger and SCAN domain containing 32",0.0400521738500013,4.493803349925,0.782732572657269,0.441267459495184,0.782248585741477,-5.81382966660451
"148867_at","148867_at","148867","SLC30A7","solute carrier family 30 member 7",0.0582214196000024,6.2412168602,0.782564681437587,0.441364246867383,0.782248585741477,-5.81395653352055
"51465_at","51465_at","51465","UBE2J1","ubiquitin conjugating enzyme E2 J1",0.0370426522999994,7.16404806375,0.782552395777486,0.441371329917283,0.782248585741477,-5.81396581615939
"9039_at","9039_at","9039","UBA3","ubiquitin like modifier activating enzyme 3",-0.049514530099998,8.09009288235,-0.782272205623148,0.44153288667807,0.782434718517861,-5.81417748104021
"6861_at","6861_at","6861","SYT5","synaptotagmin 5",-0.0407734471500003,4.212494382925,-0.781933366317577,0.441728308393887,0.782568279817081,-5.81443335532885
"2894_at","2894_at","2894","GRID1","glutamate ionotropic receptor delta type subunit 1",0.0377139949500016,4.211243002125,0.781849842741156,0.441776487745363,0.782568279817081,-5.81449641194254
"26009_at","26009_at","26009","ZZZ3","zinc finger ZZ-type containing 3",-0.0365799512999994,7.45056519365,-0.781689759096543,0.441868838580539,0.782568279817081,-5.81461725016086
"11099_at","11099_at","11099","PTPN21","protein tyrosine phosphatase non-receptor type 21",0.0387351983500013,6.732604434225,0.781654503361341,0.441889178878513,0.782568279817081,-5.81464385959435
"9957_at","9957_at","9957","HS3ST1","heparan sulfate-glucosamine 3-sulfotransferase 1",-0.0476091983999982,4.18572726105,-0.781432520157098,0.442017262024268,0.782568279817081,-5.81481137630714
"10289_at","10289_at","10289","EIF1B","eukaryotic translation initiation factor 1B",-0.0316562587500018,6.661553908725,-0.781352335758041,0.442063533549742,0.782568279817081,-5.81487187530997
"339366_at","339366_at","339366","ADAMTSL5","ADAMTS like 5",-0.0629749394500019,6.319494686275,-0.781300438859609,0.442093482947883,0.782568279817081,-5.81491102829721
"55651_at","55651_at","55651","NHP2","NHP2 ribonucleoprotein",-0.0386785363500026,6.106083046875,-0.781292451850052,0.442098092314128,0.782568279817081,-5.81491705378079
"54585_at","54585_at","54585","LZTFL1","leucine zipper transcription factor like 1",-0.051701164049998,4.566609672175,-0.781259426652836,0.442117151726138,0.782568279817081,-5.81494196771448
"28992_at","28992_at","28992","MACROD1","mono-ADP ribosylhydrolase 1",0.044407548499998,7.0970931345,0.780766141208715,0.442401894712084,0.782861216511494,-5.81531397917554
"441394_at","441394_at","441394","SUGT1P1","SUGT1 pseudogene 1",-0.11287332705,4.147476217275,-0.780691276945483,0.442445118927838,0.782861216511494,-5.81537041860495
"54504_at","54504_at","54504","CPVL","carboxypeptidase vitellogenic like",-0.0451406795499993,4.827931552425,-0.780604613383862,0.442495158882617,0.782861216511494,-5.81543574699374
"23770_at","23770_at","23770","FKBP8","FKBP prolyl isomerase 8",-0.0438746313000014,7.69924165895,-0.78058080124742,0.442508908726114,0.782861216511494,-5.81545369576018
"8833_at","8833_at","8833","GMPS","guanine monophosphate synthase",-0.0372130489999991,7.41445096925,-0.780392155191246,0.442617847803233,0.782953861656025,-5.81559587227701
"7980_at","7980_at","7980","TFPI2","tissue factor pathway inhibitor 2",0.0641222707500004,4.061148509275,0.780159534939487,0.442752203466966,0.783074250294479,-5.81577114583089
"10580_at","10580_at","10580","SORBS1","sorbin and SH3 domain containing 1",-0.0451273302499953,9.763598120225,-0.779972349206834,0.442860335265643,0.783074250294479,-5.81591214959258
"9879_at","9879_at","9879","DDX46","DEAD-box helicase 46",0.0404411250500019,7.701965968575,0.779937755019768,0.442880321085208,0.783074250294479,-5.81593820527641
"83988_at","83988_at","83988","NCALD","neurocalcin delta",-0.0590825247999982,6.0696968727,-0.779851640050109,0.44293007396767,0.783074250294479,-5.81600306066945
"5496_at","5496_at","5496","PPM1G","protein phosphatase, Mg2+/Mn2+ dependent 1G",0.0297570326499992,6.746768200225,0.779733488222904,0.442998341651054,0.783074250294479,-5.81609203277965
"955_at","955_at","955","ENTPD6","ectonucleoside triphosphate diphosphohydrolase 6",-0.0336193694999967,6.5371191516,-0.779686680552517,0.44302538871429,0.783074250294479,-5.81612727691547
"85379_at","85379_at","85379","KIAA1671","KIAA1671",0.0778940540500006,7.039765991025,0.779495591387525,0.443135816930094,0.783169417228004,-5.81627113789113
"5714_at","5714_at","5714","PSMD8","proteasome 26S subunit, non-ATPase 8",-0.0427216405999999,9.64240731425,-0.779190642341906,0.443312078055648,0.783380893806202,-5.81650064863951
"643236_at","643236_at","643236","TMEM72","transmembrane protein 72",-0.051792078750001,4.297242755375,-0.779058680403135,0.443388365493926,0.783415674509886,-5.81659993940293
"119032_at","119032_at","119032","BORCS7","BLOC-1 related complex subunit 7",-0.1086549228,5.37193455445,-0.778666180895268,0.443615317257489,0.783568970685423,-5.81689516939864
"388969_at","388969_at","388969","C2orf68","chromosome 2 open reading frame 68",0.0326901774999984,6.9506006056,0.778650992407674,0.443624100987891,0.783568970685423,-5.81690659102543
"29800_at","29800_at","29800","ZDHHC1","zinc finger DHHC-type containing 1",-0.0556562256499991,5.101116153625,-0.778614898567148,0.443644975021024,0.783568970685423,-5.81693373246953
"125988_at","125988_at","125988","MICOS13","mitochondrial contact site and cristae organizing system subunit 13",0.0480896248999958,6.01578778585,0.777934844404665,0.444038379885977,0.784129311706405,-5.81744488873027
"25854_at","25854_at","25854","FAM149A","family with sequence similarity 149 member A",0.0493366701999998,4.04014716555,0.777807154599992,0.444112270803975,0.784129311706405,-5.81754081826943
"3671_at","3671_at","3671","ISLR","immunoglobulin superfamily containing leucine rich repeat",0.0672937189499994,6.030051048525,0.777609190278335,0.444226842576032,0.784129311706405,-5.81768951339442
"55791_at","55791_at","55791","LRIF1","ligand dependent nuclear receptor interacting factor 1",-0.0509054010000005,6.10427495625,-0.777454516107554,0.444316372657988,0.784129311706405,-5.81780566737386
"83638_at","83638_at","83638","C11orf68","chromosome 11 open reading frame 68",0.039008581400001,6.7549663518,0.777415178884185,0.444339143975405,0.784129311706405,-5.81783520452082
